artist,song_name,song_info
King Geedorah,No Snakes Alive,"[40.0, 0.34, 0.925, 0.0, -2.468, 0.0, 0.349, 0.746, 0.0, 0.808, 0.879, 89.487, 212493.0]"
Madvillain,All Caps,"[69.0, 0.358, 0.889, 1.0, -8.045, 1.0, 0.335, 0.266, 1.46e-05, 0.172, 0.666, 85.61, 130480.0]"
Madvillain,Meat Grinder,"[67.0, 0.571, 0.717, 6.0, -8.333, 1.0, 0.336, 0.359, 3.12e-06, 0.797, 0.881, 87.54, 131867.0]"
Madvillain,Fancy Clown,"[65.0, 0.537, 0.753, 8.0, -9.441, 1.0, 0.35, 0.328, 1.52e-05, 0.368, 0.693, 90.292, 115827.0]"
Madvillain,Accordion,"[64.0, 0.578, 0.631, 9.0, -6.518, 0.0, 0.309, 0.0243, 0.0, 0.0665, 0.716, 96.332, 118853.0]"
Madvillain,Raid,"[63.0, 0.419, 0.871, 11.0, -6.432, 0.0, 0.468, 0.715, 0.0, 0.211, 0.577, 201.451, 150520.0]"
Madvillain,Figaro,"[62.0, 0.836, 0.812, 2.0, -6.985, 1.0, 0.215, 0.188, 1.82e-06, 0.0982, 0.769, 92.009, 145707.0]"
Madvillain,Curls,"[58.0, 0.533, 0.724, 7.0, -8.954, 0.0, 0.311, 0.275, 4.59e-06, 0.118, 0.504, 89.862, 95507.0]"
Madvillain,Bistro,"[55.0, 0.381, 0.592, 7.0, -10.879, 1.0, 0.289, 0.446, 0.0, 0.534, 0.673, 84.974, 67520.0]"
Madvillain,America's Most Blunted,"[55.0, 0.624, 0.896, 9.0, -7.915, 1.0, 0.47, 0.349, 0.0, 0.969, 0.652, 95.97, 234040.0]"
Madvillain,Rhinestone Cowboy,"[54.0, 0.31, 0.692, 0.0, -7.227, 1.0, 0.249, 0.298, 0.00158, 0.321, 0.404, 142.388, 239827.0]"
Donnie Trumpet  The Social Experiment,Sunday Candy,"[65.0, 0.511, 0.596, 0.0, -6.56, 1.0, 0.224, 0.53, 0.0, 0.0798, 0.554, 158.063, 226014.0]"
Donnie Trumpet  The Social Experiment,Pass the Vibes,"[45.0, 0.802, 0.45, 7.0, -9.741, 1.0, 0.064, 0.734, 0.544, 0.0919, 0.305, 140.022, 150830.0]"
Donnie Trumpet  The Social Experiment,Familiar,"[45.0, 0.804, 0.387, 11.0, -9.56, 1.0, 0.255, 0.28, 0.0, 0.0527, 0.584, 104.065, 233618.0]"
Donnie Trumpet  The Social Experiment,Wanna Be Cool,"[43.0, 0.663, 0.611, 0.0, -8.287, 1.0, 0.301, 0.239, 0.0, 0.181, 0.337, 116.947, 207560.0]"
Donnie Trumpet  The Social Experiment,Windows,"[43.0, 0.396, 0.45, 6.0, -11.982, 1.0, 0.213, 0.685, 0.00958, 0.13, 0.384, 99.42, 236853.0]"
Donnie Trumpet  The Social Experiment,Warm Enough,"[43.0, 0.47, 0.478, 2.0, -9.285, 0.0, 0.231, 0.89, 0.0, 0.738, 0.272, 82.191, 201856.0]"
Donnie Trumpet  The Social Experiment,Slip Slide,"[40.0, 0.65, 0.559, 0.0, -9.774, 0.0, 0.392, 0.311, 0.000294, 0.367, 0.214, 119.964, 239923.0]"
Donnie Trumpet  The Social Experiment,Miracle,"[39.0, 0.45, 0.508, 11.0, -8.396, 0.0, 0.149, 0.901, 1.33e-05, 0.112, 0.15, 70.085, 250536.0]"
Donnie Trumpet  The Social Experiment,Rememory,"[39.0, 0.452, 0.251, 4.0, -16.163, 0.0, 0.0718, 0.805, 0.00373, 0.0793, 0.0758, 83.774, 154095.0]"
Donnie Trumpet  The Social Experiment,Caretaker,"[37.0, 0.667, 0.179, 0.0, -17.73, 1.0, 0.0431, 0.822, 4.18e-05, 0.0934, 0.237, 131.061, 95389.0]"
Noname,Diddy Bop feat. Cam O'bi  Raury,"[58.0, 0.637, 0.503, 1.0, -6.927, 1.0, 0.336, 0.713, 0.000113, 0.109, 0.661, 81.061, 208000.0]"
Noname,Shadow Man feat. Phoelix Smino  Saba,"[57.0, 0.611, 0.454, 0.0, -7.436, 0.0, 0.201, 0.469, 1.52e-06, 0.189, 0.444, 93.004, 311000.0]"
Noname,Rainforest,"[56.0, 0.531, 0.546, 6.0, -10.936, 0.0, 0.372, 0.26, 0.00949, 0.379, 0.7, 92.06, 162437.0]"
Noname,Self,"[54.0, 0.809, 0.541, 3.0, -6.525, 1.0, 0.252, 0.855, 0.000977, 0.142, 0.811, 92.132, 94933.0]"
Noname,Song 32,"[53.0, 0.869, 0.479, 1.0, -9.695, 1.0, 0.128, 0.0374, 0.0168, 0.0641, 0.388, 91.757, 162496.0]"
Noname,Ace,"[50.0, 0.686, 0.509, 10.0, -9.173, 1.0, 0.404, 0.864, 0.0, 0.12, 0.651, 106.889, 182752.0]"
Noname,Reality Check feat. Akenya  Eryn Allen Kane,"[50.0, 0.722, 0.519, 6.0, -10.018, 1.0, 0.229, 0.525, 0.000494, 0.105, 0.655, 95.014, 183136.0]"
Noname,Sunny Duet feat. the Mind,"[49.0, 0.56, 0.463, 7.0, -9.601, 1.0, 0.421, 0.775, 0.0, 0.128, 0.896, 155.711, 162490.0]"
Noname,Yesterday,"[48.0, 0.464, 0.539, 5.0, -8.701, 1.0, 0.394, 0.488, 0.00022, 0.063, 0.473, 173.661, 189510.0]"
Noname,All I Need feat. Xavier Omär,"[44.0, 0.645, 0.364, 6.0, -9.699, 0.0, 0.429, 0.772, 0.0, 0.114, 0.5, 91.564, 240462.0]"
Aminé,REEL IT IN,"[75.0, 0.754, 0.342, 10.0, -8.677, 0.0, 0.0991, 0.073, 0.0, 0.193, 0.423, 128.981, 121347.0]"
Aminé,Caroline,"[74.0, 0.94, 0.335, 5.0, -10.179, 0.0, 0.505, 0.17, 0.0, 0.262, 0.707, 120.04, 209640.0]"
Aminé,Charmander,"[68.0, 0.708, 0.552, 10.0, -7.101, 1.0, 0.0714, 0.542, 0.00377, 0.175, 0.596, 87.195, 131884.0]"
Aminé,Spice Girl,"[66.0, 0.693, 0.46, 0.0, -7.912, 0.0, 0.226, 0.392, 0.0, 0.157, 0.873, 78.09, 173947.0]"
Aminé,Heebiejeebies - Bonus,"[63.0, 0.765, 0.5, 1.0, -7.626, 1.0, 0.152, 0.423, 0.0, 0.108, 0.495, 107.043, 220160.0]"
Aminé,Invincible,"[61.0, 0.724, 0.6, 10.0, -4.391, 0.0, 0.29, 0.141, 0.000218, 0.104, 0.466, 86.984, 196387.0]"
Aminé,Compensating feat. Young Thug,"[61.0, 0.868, 0.616, 5.0, -5.405, 0.0, 0.17, 0.292, 0.0, 0.253, 0.495, 98.017, 197856.0]"
Aminé,FEEL SOMETHING DIFFERENT,"[61.0, 0.78, 0.715, 0.0, -4.606, 1.0, 0.102, 0.125, 9.31e-06, 0.218, 0.365, 125.015, 207328.0]"
Aminé,Woodlawn,"[60.0, 0.784, 0.586, 10.0, -5.148, 1.0, 0.057, 0.159, 0.0, 0.183, 0.824, 113.973, 143153.0]"
Aminé,SHINE,"[59.0, 0.704, 0.517, 5.0, -7.999, 0.0, 0.312, 0.314, 6.36e-06, 0.174, 0.443, 139.857, 150000.0]"
Shelley FKA DRAM,Broccoli,"[61.0, 0.886, 0.525, 8.0, -7.39, 1.0, 0.132, 0.236, 0.0, 0.057, 0.708, 145.99, 225205.0]"
Shelley FKA DRAM,AIGHT feat. Shelley FKA DRAM,"[62.0, 0.9, 0.507, 1.0, -9.529, 1.0, 0.147, 0.348, 0.00155, 0.127, 0.303, 95.037, 164137.0]"
Shelley FKA DRAM,Cash Out feat. ScHoolboy Q PARTYNEXTDOOR  D.R.A.M.,"[58.0, 0.722, 0.79, 4.0, -4.867, 0.0, 0.241, 0.152, 0.0, 0.0349, 0.434, 94.965, 235973.0]"
Shelley FKA DRAM,Caretaker feat. SZA,"[57.0, 0.614, 0.275, 2.0, -12.804, 0.0, 0.186, 0.78, 0.0, 0.119, 0.165, 130.664, 171373.0]"
Shelley FKA DRAM,I WANT YOU BUT YOU'LL NEVER KNOW...,"[55.0, 0.647, 0.623, 3.0, -7.602, 0.0, 0.0597, 0.311, 4.02e-06, 0.158, 0.543, 94.501, 230681.0]"
Shelley FKA DRAM,Cash Machine,"[48.0, 0.745, 0.669, 9.0, -3.613, 1.0, 0.129, 0.522, 0.0, 0.154, 0.699, 143.164, 181154.0]"
Shelley FKA DRAM,All Pride Aside with Summer Walker,"[43.0, 0.643, 0.581, 8.0, -6.783, 1.0, 0.0565, 0.079, 0.000133, 0.104, 0.474, 129.925, 258418.0]"
Shelley FKA DRAM,Soulmate,"[46.0, 0.551, 0.535, 0.0, -9.479, 0.0, 0.147, 0.185, 0.0, 0.135, 0.713, 83.951, 191429.0]"
Shelley FKA DRAM,Chocolate Covered Strawberries,"[46.0, 0.476, 0.42, 7.0, -10.429, 1.0, 0.0497, 0.0339, 1.45e-06, 0.0489, 0.529, 111.944, 250242.0]"
Shelley FKA DRAM,Sweet Va Breeze,"[44.0, 0.568, 0.488, 3.0, -9.463, 0.0, 0.0483, 0.857, 3.97e-06, 0.121, 0.461, 97.135, 217826.0]"
Phony Ppl,Why iii Love The Moon.,"[61.0, 0.706, 0.483, 1.0, -7.929, 1.0, 0.0393, 0.547, 1.94e-06, 0.136, 0.663, 92.002, 331827.0]"
Phony Ppl,Fkn Around feat. Megan Thee Stallion,"[55.0, 0.837, 0.738, 1.0, -5.297, 0.0, 0.117, 0.0381, 6.97e-06, 0.0589, 0.715, 110.993, 244049.0]"
Phony Ppl,Somehow.,"[53.0, 0.502, 0.399, 11.0, -9.934, 1.0, 0.0295, 0.719, 0.00363, 0.645, 0.124, 92.904, 230973.0]"
Phony Ppl,End of The niGht.,"[48.0, 0.809, 0.671, 8.0, -7.4, 0.0, 0.0837, 0.0618, 8.1e-05, 0.469, 0.651, 109.967, 194680.0]"
Phony Ppl,On My Shit feat. Joey Bada,"[47.0, 0.754, 0.861, 1.0, -5.32, 1.0, 0.282, 0.0746, 0.0, 0.307, 0.612, 81.473, 206636.0]"
Phony Ppl,Fkn Around,"[45.0, 0.815, 0.727, 1.0, -5.539, 0.0, 0.114, 0.037, 2.08e-05, 0.0582, 0.636, 111.0, 244193.0]"
Phony Ppl,Fkn Around feat. Megan Thee Stallion - Cuppy Remix,"[43.0, 0.782, 0.687, 6.0, -8.382, 0.0, 0.235, 0.0598, 0.00896, 0.104, 0.595, 111.013, 194595.0]"
Phony Ppl,Before You Get a Boyfriend.,"[40.0, 0.537, 0.756, 4.0, -6.524, 0.0, 0.321, 0.372, 8.87e-05, 0.0917, 0.714, 81.449, 253029.0]"
Phony Ppl,Caught Up feat. Phony Ppl,"[39.0, 0.779, 0.79, 4.0, -4.778, 0.0, 0.111, 0.0302, 0.000134, 0.109, 0.557, 112.941, 181800.0]"
Phony Ppl,Take A Chance.,"[38.0, 0.775, 0.67, 8.0, -11.685, 0.0, 0.0604, 0.00588, 0.293, 0.0584, 0.525, 96.979, 246973.0]"
Saba,Photosynthesis,"[66.0, 0.777, 0.662, 7.0, -8.393, 1.0, 0.27, 0.536, 4.61e-06, 0.593, 0.634, 111.13, 201733.0]"
Saba,an Interlude Called “Circus” feat. Eryn Allen Kane,"[61.0, 0.839, 0.363, 2.0, -13.572, 1.0, 0.0647, 0.0742, 0.0, 0.171, 0.285, 106.737, 62973.0]"
Saba,Ziplock,"[59.0, 0.878, 0.441, 11.0, -8.864, 0.0, 0.0778, 0.103, 0.0, 0.102, 0.374, 115.051, 198960.0]"
Saba,Lock It Up,"[57.0, 0.661, 0.587, 11.0, -9.929, 0.0, 0.197, 0.419, 6.78e-06, 0.108, 0.18, 119.934, 226866.0]"
Saba,LIFE,"[57.0, 0.901, 0.497, 7.0, -9.236, 1.0, 0.266, 0.0192, 0.0, 0.109, 0.463, 120.025, 162750.0]"
Saba,BUSY / SIRENS,"[56.0, 0.667, 0.465, 1.0, -10.337, 1.0, 0.344, 0.473, 0.0, 0.101, 0.474, 133.832, 329542.0]"
Saba,Still feat. 6LACK and Smino,"[56.0, 0.487, 0.63, 1.0, -9.942, 1.0, 0.555, 0.386, 0.000133, 0.464, 0.427, 76.349, 225547.0]"
Saba,CALLIGRAPHY,"[54.0, 0.713, 0.533, 3.0, -9.713, 0.0, 0.315, 0.732, 0.000947, 0.111, 0.306, 73.973, 184250.0]"
Saba,One Way or Every N***a With a Budget,"[54.0, 0.833, 0.627, 11.0, -9.345, 0.0, 0.0948, 0.125, 0.0006, 0.738, 0.668, 93.039, 165187.0]"
Saba,Come My Way feat. Krayzie Bone,"[52.0, 0.733, 0.586, 1.0, -7.077, 0.0, 0.0865, 0.151, 6.84e-06, 0.109, 0.435, 140.861, 190653.0]"
Joey Purp,Elastic,"[65.0, 0.966, 0.435, 1.0, -4.944, 1.0, 0.0674, 0.0604, 0.22, 0.0511, 0.561, 111.16, 126386.0]"
Joey Purp,2012,"[51.0, 0.956, 0.427, 6.0, -7.39, 0.0, 0.447, 0.799, 0.0, 0.0886, 0.271, 123.083, 183881.0]"
Joey Purp,Hallelujah,"[48.0, 0.673, 0.521, 7.0, -3.712, 1.0, 0.0658, 0.00497, 0.0, 0.0584, 0.489, 160.074, 134957.0]"
Joey Purp,CANDYPAINT,"[48.0, 0.884, 0.614, 1.0, -9.512, 1.0, 0.0955, 0.336, 0.55, 0.124, 0.682, 117.027, 110760.0]"
Joey Purp,Girls  feat. Chance the Rapper,"[48.0, 0.937, 0.539, 7.0, -7.316, 1.0, 0.26, 0.00776, 7.87e-05, 0.089, 0.621, 110.021, 212950.0]"
Joey Purp,Morning Sex,"[47.0, 0.267, 0.91, 6.0, -4.341, 0.0, 0.244, 0.00409, 0.0, 0.115, 0.556, 167.214, 211129.0]"
Joey Purp,Badmon,"[41.0, 0.612, 0.555, 6.0, -7.801, 1.0, 0.298, 0.0609, 0.000111, 0.11, 0.391, 91.88, 173347.0]"
Joey Purp,Photobooth,"[36.0, 0.711, 0.684, 2.0, -7.731, 1.0, 0.11, 0.218, 0.0, 0.108, 0.504, 152.054, 177298.0]"
Joey Purp,Godbody - Pt. 2,"[35.0, 0.488, 0.854, 2.0, -3.528, 1.0, 0.271, 0.0448, 0.0, 0.028, 0.527, 80.099, 153701.0]"
Joey Purp,Cornerstore feat. Saba  the Mind,"[34.0, 0.507, 0.866, 11.0, -4.867, 1.0, 0.356, 0.566, 0.0, 0.322, 0.675, 83.901, 259762.0]"
Taylor Bennett,Favorite Colors feat. Kyle,"[50.0, 0.745, 0.668, 1.0, -8.682, 1.0, 0.287, 0.703, 0.000127, 0.0907, 0.338, 127.837, 138960.0]"
Taylor Bennett,Broad Shoulders feat. Chance the Rapper,"[47.0, 0.6, 0.524, 0.0, -9.297, 1.0, 0.146, 0.822, 3.29e-05, 0.104, 0.449, 127.5, 227264.0]"
Taylor Bennett,Grown up Fairy Tales feat. Chance the Rapper  Jeremih,"[44.0, 0.509, 0.59, 7.0, -6.523, 1.0, 0.114, 0.757, 0.0, 0.152, 0.443, 160.25, 234023.0]"
Taylor Bennett,Dancing in the Rain feat. Donnie Trumpet Brandon Fox  Shay Lewis,"[42.0, 0.302, 0.475, 0.0, -11.729, 1.0, 0.156, 0.817, 2.07e-05, 0.322, 0.212, 83.897, 236936.0]"
Taylor Bennett,Don’t Wait Up feat. Mr. Hudson,"[36.0, 0.656, 0.666, 0.0, -9.493, 1.0, 0.145, 0.0469, 0.0043, 0.159, 0.817, 156.905, 222328.0]"
Taylor Bennett,Kick Back feat. Matt from Matt and Kim,"[36.0, 0.754, 0.692, 4.0, -7.66, 0.0, 0.08, 0.0276, 1.75e-06, 0.16, 0.621, 139.978, 226573.0]"
Taylor Bennett,Intro feat. Verner,"[35.0, 0.511, 0.505, 9.0, -13.517, 1.0, 0.188, 0.718, 0.0, 0.193, 0.718, 73.554, 260659.0]"
Taylor Bennett,IN MY HEAD,"[34.0, 0.611, 0.671, 1.0, -8.195, 1.0, 0.0401, 0.0648, 0.0, 0.108, 0.581, 78.028, 184893.0]"
Taylor Bennett,Easy Outside feat. Melo Makes Music,"[34.0, 0.581, 0.776, 2.0, -7.22, 1.0, 0.082, 0.0388, 0.0, 0.273, 0.731, 170.049, 183529.0]"
Taylor Bennett,Walls,"[34.0, 0.76, 0.621, 7.0, -5.507, 0.0, 0.0543, 0.383, 0.0, 0.0973, 0.382, 120.059, 170000.0]"
Talib Kweli,Get By,"[56.0, 0.662, 0.928, 2.0, -4.688, 1.0, 0.377, 0.00324, 0.0, 0.17, 0.775, 90.509, 227427.0]"
Talib Kweli,2000 Seasons,"[53.0, 0.767, 0.734, 10.0, -4.297, 0.0, 0.355, 0.148, 0.0, 0.923, 0.846, 93.108, 253068.0]"
Talib Kweli,Maybe I'm In Love With You feat. Talib Kweli,"[50.0, 0.826, 0.715, 7.0, -6.926, 0.0, 0.0411, 0.612, 0.00275, 0.135, 0.48, 104.042, 208329.0]"
Talib Kweli,Just Begun feat. Jay Electronica J. Cole and Mos Def,"[46.0, 0.629, 0.787, 7.0, -5.623, 1.0, 0.376, 0.263, 0.0, 0.357, 0.713, 85.698, 227373.0]"
Talib Kweli,Never Been In Love,"[46.0, 0.757, 0.748, 6.0, -7.091, 0.0, 0.253, 0.408, 0.0, 0.178, 0.559, 96.073, 300653.0]"
Talib Kweli,Fortfied Live,"[44.0, 0.507, 0.838, 8.0, -4.955, 0.0, 0.358, 0.0853, 0.0, 0.232, 0.748, 80.562, 311040.0]"
Talib Kweli,The Blast - best of decade I version,"[43.0, 0.765, 0.834, 0.0, -2.654, 1.0, 0.312, 0.225, 0.0, 0.135, 0.708, 93.832, 224867.0]"
Talib Kweli,Get By Side A Remix [feat. Jay Z  Busta Rhymes],"[39.0, 0.746, 0.868, 2.0, -8.399, 1.0, 0.427, 0.174, 0.0, 0.23, 0.694, 90.196, 246753.0]"
Talib Kweli,Hot Thing feat. will.i.am,"[39.0, 0.807, 0.804, 6.0, -4.724, 1.0, 0.24, 0.0088, 0.0, 0.109, 0.465, 95.016, 228453.0]"
Talib Kweli,I Try,"[38.0, 0.732, 0.687, 11.0, -6.866, 0.0, 0.0765, 0.000659, 0.00117, 0.255, 0.474, 96.74, 265107.0]"
Asher Roth,I Love College,"[62.0, 0.713, 0.826, 8.0, -4.075, 1.0, 0.243, 0.0897, 0.0, 0.421, 0.664, 86.444, 241933.0]"
Asher Roth,get out demo,"[46.0, 0.665, 0.623, 0.0, -10.265, 1.0, 0.0876, 0.253, 0.000141, 0.326, 0.506, 143.015, 164545.0]"
Asher Roth,G.R.I.N.D. Get Ready It's A New Day,"[45.0, 0.673, 0.84, 0.0, -4.81, 1.0, 0.0535, 0.0214, 0.00259, 0.321, 0.398, 123.077, 218880.0]"
Asher Roth,Flowers On The Weekend,"[42.0, 0.541, 0.596, 9.0, -6.487, 1.0, 0.39, 0.568, 0.0, 0.172, 0.6, 80.469, 152227.0]"
Asher Roth,Party Girl,"[41.0, 0.655, 0.897, 11.0, -3.609, 1.0, 0.0582, 0.00766, 0.0, 0.304, 0.293, 137.95, 260267.0]"
Asher Roth,Last Man Standing,"[40.0, 0.59, 0.853, 0.0, -5.011, 1.0, 0.138, 0.28, 1.1e-06, 0.565, 0.42, 94.243, 219107.0]"
Asher Roth,Tangerine Girl,"[40.0, 0.779, 0.593, 10.0, -7.912, 0.0, 0.0484, 0.0411, 0.583, 0.111, 0.768, 125.04, 264572.0]"
Asher Roth,Lark On My Go-Kart,"[39.0, 0.591, 0.835, 2.0, -2.824, 1.0, 0.355, 0.558, 6.59e-06, 0.115, 0.376, 121.925, 174533.0]"
Asher Roth,All Add Up,"[36.0, 0.627, 0.596, 6.0, -7.994, 0.0, 0.308, 0.615, 0.0, 0.103, 0.786, 83.401, 205714.0]"
Asher Roth,Ratatatattle feat. Blu Lord Apex  Kota the Friend,"[34.0, 0.711, 0.661, 0.0, -7.917, 1.0, 0.398, 0.305, 0.0, 0.0778, 0.882, 88.592, 219716.0]"
Blu,Knock Knock,"[55.0, 0.469, 0.672, 5.0, -9.23, 0.0, 0.244, 0.202, 0.0, 0.852, 0.682, 99.471, 285093.0]"
Blu,Dancing In The Rain,"[50.0, 0.569, 0.74, 0.0, -6.235, 1.0, 0.283, 0.251, 2.68e-06, 0.134, 0.721, 180.559, 265827.0]"
Blu,Drive In,"[47.0, 0.484, 0.66, 0.0, -11.224, 1.0, 0.146, 0.079, 3.51e-06, 0.333, 0.588, 88.418, 239787.0]"
Blu,Miles Away,"[44.0, 0.557, 0.696, 1.0, -9.0, 1.0, 0.277, 0.00861, 0.0, 0.357, 0.432, 145.547, 307500.0]"
Blu,O Heaven,"[42.0, 0.492, 0.747, 8.0, -6.606, 0.0, 0.135, 0.156, 1.72e-06, 0.361, 0.62, 90.219, 199879.0]"
Blu,Amnesia,"[40.0, 0.579, 0.673, 6.0, -6.798, 1.0, 0.204, 0.185, 0.0, 0.559, 0.677, 87.951, 177920.0]"
Blu,The Strip,"[40.0, 0.697, 0.612, 1.0, -7.692, 1.0, 0.233, 0.426, 0.0, 0.305, 0.606, 97.805, 231413.0]"
Blu,The American Dream,"[40.0, 0.744, 0.616, 10.0, -5.505, 0.0, 0.154, 0.0188, 0.0, 0.143, 0.455, 93.806, 277800.0]"
Blu,Burgundy Whip,"[38.0, 0.722, 0.596, 6.0, -10.022, 0.0, 0.262, 0.174, 6.01e-05, 0.607, 0.509, 95.056, 178480.0]"
Blu,The Stroll,"[38.0, 0.81, 0.887, 11.0, -10.153, 1.0, 0.46, 0.289, 0.0, 0.677, 0.754, 117.316, 242920.0]"
"Royce Da 5'9""",Caterpillar feat. Eminem  King Green,"[58.0, 0.706, 0.745, 10.0, -5.97, 0.0, 0.441, 0.136, 0.0, 0.268, 0.598, 91.08, 283077.0]"
"Royce Da 5'9""",Boblo Boat feat. J. Cole,"[52.0, 0.618, 0.836, 0.0, -5.073, 1.0, 0.398, 0.269, 0.0, 0.129, 0.563, 157.507, 282010.0]"
"Royce Da 5'9""",Boom,"[48.0, 0.649, 0.651, 11.0, -7.179, 0.0, 0.23, 8.92e-05, 0.000532, 0.0558, 0.93, 93.741, 233587.0]"
"Royce Da 5'9""",Detroit Vs. Everybody,"[40.0, 0.531, 0.759, 11.0, -7.002, 0.0, 0.387, 0.0706, 0.0, 0.318, 0.304, 175.89, 357400.0]"
"Royce Da 5'9""",Dumb feat. Boogie,"[46.0, 0.655, 0.823, 1.0, -3.855, 1.0, 0.417, 0.158, 0.0, 0.289, 0.462, 172.176, 186978.0]"
"Royce Da 5'9""",Boom - Explicit Album Version,"[44.0, 0.585, 0.662, 11.0, -5.861, 0.0, 0.149, 0.000492, 3.08e-05, 0.0794, 0.931, 93.674, 232440.0]"
"Royce Da 5'9""",Scary Movies The Sequel,"[45.0, 0.604, 0.934, 6.0, -4.505, 1.0, 0.272, 0.0175, 0.0011, 0.395, 0.618, 92.992, 206440.0]"
"Royce Da 5'9""",Writer's Block,"[45.0, 0.51, 0.711, 0.0, -5.979, 1.0, 0.118, 0.00038, 1.6e-06, 0.308, 0.203, 78.497, 273659.0]"
"Royce Da 5'9""",Cocaine,"[44.0, 0.728, 0.558, 1.0, -4.313, 1.0, 0.146, 0.133, 4.63e-06, 0.0844, 0.223, 86.018, 213692.0]"
"Royce Da 5'9""",Summer On Lock feat. Pusha T Jadakiss Fabolous  Agent Sasco,"[44.0, 0.605, 0.887, 4.0, -4.466, 0.0, 0.38, 0.0742, 0.0, 0.64, 0.464, 171.797, 224884.0]"
Big Boi,All Night,"[60.0, 0.849, 0.823, 4.0, -4.575, 1.0, 0.0442, 0.0567, 0.0, 0.0855, 0.846, 135.928, 241898.0]"
Big Boi,Kill Jill feat. Killer Mike  Jeezy,"[56.0, 0.771, 0.527, 7.0, -6.797, 0.0, 0.23, 0.205, 0.0, 0.107, 0.114, 139.935, 264739.0]"
Big Boi,Garden Party,"[56.0, 0.38, 0.793, 9.0, -5.887, 0.0, 0.467, 0.303, 0.0, 0.335, 0.529, 174.007, 229026.0]"
Big Boi,Shutterbugg,"[53.0, 0.611, 0.902, 2.0, -5.213, 1.0, 0.353, 0.293, 0.0, 0.125, 0.519, 98.252, 215240.0]"
Big Boi,Palm Reader,"[53.0, 0.813, 0.774, 9.0, -3.923, 0.0, 0.0341, 0.012, 4.53e-06, 0.0616, 0.909, 105.997, 180667.0]"
Big Boi,Chocolate feat. Trozé,"[47.0, 0.925, 0.621, 11.0, -6.11, 1.0, 0.0989, 0.00103, 0.00617, 0.0962, 0.536, 113.973, 181234.0]"
Big Boi,Lower Case no cap [feat. Killer Mike],"[44.0, 0.793, 0.718, 9.0, -5.303, 1.0, 0.23, 0.0768, 0.000872, 0.101, 0.458, 175.022, 187819.0]"
Big Boi,Lines,"[42.0, 0.621, 0.652, 6.0, -5.944, 0.0, 0.202, 0.0758, 0.0, 0.205, 0.236, 84.84, 204160.0]"
Big Boi,I'm So Hood Remix,"[42.0, 0.678, 0.842, 9.0, -5.406, 1.0, 0.247, 0.037, 0.0, 0.252, 0.515, 131.149, 310093.0]"
Big Boi,Shine Blockas,"[41.0, 0.524, 0.741, 7.0, -3.686, 1.0, 0.17, 0.0076, 0.0, 0.0621, 0.46, 170.91, 225640.0]"
Black Star,Definition,"[60.0, 0.65, 0.9, 1.0, -4.099, 0.0, 0.374, 0.0252, 0.0, 0.176, 0.659, 89.788, 206493.0]"
Black Star,Thieves In The Night,"[53.0, 0.816, 0.597, 1.0, -6.407, 1.0, 0.281, 0.147, 0.0, 0.138, 0.558, 92.04, 311960.0]"
Black Star,Respiration,"[52.0, 0.54, 0.738, 6.0, -5.34, 0.0, 0.446, 0.272, 0.0, 0.199, 0.528, 178.727, 365333.0]"
Black Star,Astronomy 8th Light,"[52.0, 0.832, 0.738, 6.0, -2.695, 1.0, 0.467, 0.256, 1.19e-06, 0.0915, 0.812, 94.092, 203680.0]"
Black Star,Brown Skin Lady,"[50.0, 0.57, 0.553, 1.0, -9.137, 1.0, 0.665, 0.557, 5.67e-05, 0.375, 0.828, 175.559, 346667.0]"
Black Star,Re:Definition,"[48.0, 0.41, 0.864, 11.0, -2.855, 1.0, 0.314, 0.044, 0.0, 0.593, 0.677, 180.24, 182973.0]"
Black Star,Little Brother,"[43.0, 0.719, 0.819, 9.0, -5.199, 0.0, 0.252, 0.384, 0.0, 0.21, 0.886, 91.367, 241533.0]"
Black Star,Children's Story,"[40.0, 0.907, 0.531, 1.0, -4.975, 1.0, 0.397, 0.0357, 2.68e-05, 0.109, 0.765, 90.481, 212600.0]"
Black Star,K.O.S. Determination,"[39.0, 0.759, 0.521, 11.0, -8.482, 1.0, 0.452, 0.339, 0.0, 0.109, 0.779, 91.222, 289200.0]"
Black Star,Intro,"[39.0, 0.825, 0.723, 6.0, -6.003, 1.0, 0.341, 0.14, 0.0, 0.433, 0.834, 92.202, 71613.0]"
Common,Invocation,"[60.0, 0.753, 0.539, 6.0, -8.03, 0.0, 0.425, 0.0515, 1.19e-05, 0.0841, 0.78, 83.92, 134040.0]"
Common,GO!,"[58.0, 0.838, 0.763, 10.0, -11.132, 0.0, 0.227, 0.0915, 1.37e-05, 0.123, 0.544, 104.958, 224160.0]"
Common,The Food - Live,"[58.0, 0.567, 0.733, 6.0, -8.52, 0.0, 0.202, 0.0132, 0.0, 0.965, 0.719, 88.25, 216867.0]"
Common,The Light,"[56.0, 0.939, 0.727, 4.0, -4.349, 0.0, 0.235, 0.0346, 0.0, 0.0854, 0.662, 96.968, 261693.0]"
Common,Be Intro,"[55.0, 0.619, 0.755, 7.0, -8.439, 0.0, 0.0918, 0.225, 0.0, 0.468, 0.191, 93.703, 144200.0]"
Common,The Light,"[53.0, 0.934, 0.649, 7.0, -6.465, 1.0, 0.266, 0.114, 1.71e-06, 0.0807, 0.685, 97.026, 243587.0]"
