artist,song_name,song_info
Max B,Baby I Wonder,"[39.0, 0.753, 0.499, 2.0, -3.586, 0.0, 0.14, 0.0991, 0.0, 0.219, 0.56, 80.962, 165200.0]"
Max B,Give Dem Hoes Up,"[39.0, 0.873, 0.341, 8.0, -10.203, 1.0, 0.117, 0.212, 2.22e-06, 0.0769, 0.236, 74.998, 284918.0]"
Max B,Why You Do That,"[37.0, 0.467, 0.84, 10.0, -10.399, 0.0, 0.399, 0.00356, 0.00147, 0.34, 0.698, 165.976, 282514.0]"
Max B,Where Do I Go Bbq Music,"[33.0, 0.836, 0.768, 1.0, -11.039, 0.0, 0.0826, 0.176, 0.0119, 0.104, 0.936, 119.636, 308767.0]"
Max B,Picture Me Rollin',"[32.0, 0.657, 0.607, 6.0, -9.371, 1.0, 0.345, 0.0951, 0.0, 0.189, 0.605, 172.107, 190302.0]"
Max B,Take My Time,"[32.0, 0.525, 0.915, 1.0, -4.139, 0.0, 0.246, 0.00793, 0.000151, 0.0497, 0.738, 94.016, 177447.0]"
Max B,Wave Angels The Summer Remix,"[31.0, 0.551, 0.641, 9.0, -10.761, 0.0, 0.166, 0.861, 4.15e-05, 0.155, 0.876, 146.577, 145171.0]"
Max B,I'm so High,"[29.0, 0.613, 0.528, 8.0, -8.709, 1.0, 0.17, 0.107, 0.000928, 0.214, 0.307, 79.987, 275696.0]"
Max B,75 in the Can,"[28.0, 0.575, 0.882, 9.0, -4.348, 1.0, 0.112, 0.000672, 0.0, 0.31, 0.218, 192.032, 269817.0]"
Uncle Murda,Get The Strap feat. Casanova 6ix9ine  50 Cent,"[57.0, 0.611, 0.929, 7.0, -3.265, 1.0, 0.484, 0.0712, 0.0, 0.0379, 0.587, 78.072, 190514.0]"
Uncle Murda,Paparazzi,"[48.0, 0.648, 0.502, 1.0, -7.743, 1.0, 0.462, 0.0125, 1.66e-05, 0.0949, 0.242, 160.077, 240000.0]"
Uncle Murda,Right Now,"[40.0, 0.844, 0.365, 1.0, -7.576, 1.0, 0.243, 0.202, 2.75e-06, 0.115, 0.0716, 139.997, 223931.0]"
Uncle Murda,We Outside,"[40.0, 0.676, 0.755, 1.0, -4.207, 1.0, 0.274, 0.462, 0.0, 0.18, 0.268, 138.581, 208003.0]"
Uncle Murda,62,"[38.0, 0.742, 0.572, 6.0, -6.808, 0.0, 0.291, 0.212, 0.0, 0.0983, 0.236, 119.234, 225709.0]"
Uncle Murda,Thot,"[37.0, 0.757, 0.814, 8.0, -3.413, 1.0, 0.193, 0.0899, 0.0, 0.0991, 0.478, 94.998, 186455.0]"
Uncle Murda,Statute of Limitations,"[35.0, 0.549, 0.929, 11.0, -5.4, 0.0, 0.417, 0.172, 0.22, 0.182, 0.685, 180.417, 248059.0]"
Uncle Murda,Rap Up 2020,"[34.0, 0.577, 0.849, 7.0, -4.363, 1.0, 0.402, 0.28, 0.0, 0.599, 0.78, 89.467, 830647.0]"
Uncle Murda,Cam'ron Voice Remix feat. Cam'ron,"[34.0, 0.459, 0.866, 4.0, -6.844, 0.0, 0.37, 0.0737, 0.0, 0.287, 0.587, 86.484, 183954.0]"
Uncle Murda,It Hit Different,"[33.0, 0.636, 0.819, 4.0, -3.397, 0.0, 0.43, 0.124, 0.0, 0.235, 0.647, 123.567, 182002.0]"
Vado,Da Hated feat. Dave East,"[50.0, 0.635, 0.84, 2.0, -4.646, 1.0, 0.364, 0.24, 0.0, 0.37, 0.795, 81.507, 273864.0]"
Vado,Traffic,"[46.0, 0.531, 0.847, 0.0, -5.014, 0.0, 0.334, 0.131, 0.0, 0.094, 0.691, 78.587, 245738.0]"
Vado,Watch,"[45.0, 0.904, 0.485, 1.0, -9.379, 1.0, 0.358, 0.23, 0.0, 0.256, 0.173, 114.986, 267363.0]"
Vado,Large on the Streets,"[34.0, 0.653, 0.689, 1.0, -11.493, 0.0, 0.623, 0.242, 0.0, 0.169, 0.79, 117.622, 227474.0]"
Vado,Speaking In Tungs feat Cam'ron,"[34.0, 0.474, 0.739, 11.0, -8.563, 1.0, 0.411, 0.0416, 0.0, 0.0673, 0.405, 96.514, 217200.0]"
Vado,Blocc Spin,"[33.0, 0.501, 0.67, 7.0, -6.067, 1.0, 0.308, 0.0163, 0.0, 0.144, 0.261, 188.215, 210000.0]"
Vado,Dishonorable Discharge,"[33.0, 0.43, 0.839, 10.0, -4.747, 0.0, 0.303, 0.194, 0.0, 0.352, 0.535, 102.283, 288000.0]"
Vado,Respect The Jux,"[32.0, 0.365, 0.958, 1.0, -1.391, 1.0, 0.365, 0.0891, 0.0, 0.313, 0.648, 78.566, 239125.0]"
Vado,N.I.S.S.S.,"[30.0, 0.576, 0.605, 1.0, -6.154, 1.0, 0.334, 0.161, 0.0, 0.101, 0.179, 95.854, 137195.0]"
Vado,Jeff Hamilton,"[29.0, 0.64, 0.827, 0.0, -4.433, 1.0, 0.259, 0.477, 0.0, 0.229, 0.205, 116.043, 255582.0]"
Styles P,Good Times,"[64.0, 0.697, 0.761, 11.0, -7.647, 0.0, 0.302, 0.157, 0.0, 0.789, 0.666, 81.728, 211493.0]"
Styles P,The Life - Album Version Edit Explicit,"[49.0, 0.427, 0.706, 0.0, -6.533, 1.0, 0.355, 0.0305, 0.0, 0.323, 0.508, 173.913, 189427.0]"
Styles P,Hit Different,"[46.0, 0.462, 0.886, 8.0, -3.996, 0.0, 0.265, 0.000411, 0.0, 0.257, 0.174, 176.15, 226978.0]"
Styles P,Friends,"[42.0, 0.661, 0.903, 5.0, -7.016, 0.0, 0.342, 0.0823, 0.0, 0.0668, 0.769, 95.242, 205427.0]"
Styles P,Nightmares 2 Dreams,"[38.0, 0.548, 0.709, 6.0, -9.177, 1.0, 0.317, 0.0108, 0.0, 0.108, 0.465, 167.844, 175728.0]"
Styles P,Die Young,"[38.0, 0.466, 0.805, 10.0, -4.367, 0.0, 0.327, 0.419, 0.0, 0.157, 0.79, 86.982, 242772.0]"
Styles P,Coolest O.G.,"[38.0, 0.726, 0.745, 2.0, -2.371, 1.0, 0.185, 0.147, 0.0, 0.0773, 0.346, 85.97, 203721.0]"
Styles P,Morning Mourning,"[37.0, 0.561, 0.756, 2.0, -5.897, 1.0, 0.311, 0.0536, 0.0, 0.533, 0.379, 75.769, 216159.0]"
Styles P,Hundred,"[37.0, 0.664, 0.678, 6.0, -7.585, 1.0, 0.293, 0.29, 0.0, 0.126, 0.559, 81.019, 251852.0]"
Styles P,The Key,"[35.0, 0.657, 0.709, 1.0, -7.049, 1.0, 0.297, 0.0967, 4.52e-06, 0.317, 0.367, 81.926, 173813.0]"
H.E.R.,Could've Been feat. Bryson Tiller,"[75.0, 0.45, 0.352, 1.0, -11.733, 0.0, 0.267, 0.649, 3.8e-06, 0.249, 0.408, 102.679, 252747.0]"
H.E.R.,Slide Remix feat. Pop Smoke A Boogie Wit da Hoodie  Chris Brown feat. Pop Smoke,"[73.0, 0.816, 0.513, 1.0, -8.363, 1.0, 0.244, 0.0145, 0.000102, 0.14, 0.17, 96.981, 296011.0]"
H.E.R.,Closure feat. H.E.R.,"[68.0, 0.608, 0.709, 9.0, -7.725, 0.0, 0.0459, 0.0456, 0.000119, 0.12, 0.596, 113.789, 183133.0]"
H.E.R.,Closer feat. H.E.R.,"[67.0, 0.833, 0.691, 6.0, -5.771, 1.0, 0.133, 0.139, 2.99e-05, 0.131, 0.866, 110.985, 168873.0]"
H.E.R.,Come Through feat. Chris Brown,"[65.0, 0.612, 0.423, 5.0, -8.062, 0.0, 0.0508, 0.588, 0.0, 0.117, 0.18, 135.841, 214093.0]"
H.E.R.,Slide,"[61.0, 0.823, 0.487, 10.0, -8.416, 0.0, 0.347, 0.086, 2.85e-05, 0.172, 0.172, 96.997, 236333.0]"
H.E.R.,Focus,"[64.0, 0.414, 0.314, 1.0, -12.943, 0.0, 0.0548, 0.25, 1.47e-05, 0.117, 0.09, 84.993, 200133.0]"
H.E.R.,Blessed  Free,"[64.0, 0.651, 0.483, 5.0, -9.867, 0.0, 0.183, 0.754, 5.12e-06, 0.135, 0.387, 157.765, 198171.0]"
H.E.R.,Comfortable,"[63.0, 0.429, 0.4, 5.0, -11.679, 0.0, 0.0882, 0.629, 3.25e-05, 0.087, 0.357, 72.487, 255066.0]"
H.E.R.,Every Kind Of Way,"[63.0, 0.416, 0.298, 7.0, -8.499, 1.0, 0.0442, 0.635, 2.16e-06, 0.136, 0.191, 95.386, 160173.0]"
Brent Faiyaz,ALL MINE,"[78.0, 0.617, 0.378, 9.0, -8.54, 1.0, 0.0315, 0.428, 9.16e-05, 0.11, 0.22, 141.967, 216063.0]"
Brent Faiyaz,SWEET / I THOUGHT YOU WANTED TO DANCE feat. Brent Faiyaz  Fana Hues,"[77.0, 0.468, 0.652, 0.0, -4.912, 1.0, 0.0722, 0.333, 0.000318, 0.55, 0.39, 140.223, 588139.0]"
Brent Faiyaz,LOOSE CHANGE,"[77.0, 0.574, 0.369, 1.0, -8.931, 0.0, 0.0814, 0.753, 0.0, 0.147, 0.44, 84.975, 226011.0]"
Brent Faiyaz,lost souls with Brent Faiyaz,"[77.0, 0.649, 0.347, 1.0, -7.67, 0.0, 0.404, 0.485, 3.24e-05, 0.154, 0.176, 169.994, 269728.0]"
Brent Faiyaz,Trust,"[76.0, 0.764, 0.394, 8.0, -8.559, 1.0, 0.152, 0.231, 9.37e-05, 0.117, 0.465, 92.009, 158421.0]"
Brent Faiyaz,DEAD MAN WALKING,"[72.0, 0.51, 0.272, 9.0, -13.763, 0.0, 0.0557, 0.303, 0.0, 0.0958, 0.435, 143.984, 247080.0]"
Brent Faiyaz,Clouded,"[75.0, 0.583, 0.344, 2.0, -8.765, 1.0, 0.0559, 0.774, 0.0, 0.143, 0.581, 65.203, 110129.0]"
Brent Faiyaz,GRAVITY FEAT. TYLER THE CREATOR,"[74.0, 0.541, 0.619, 1.0, -8.746, 0.0, 0.254, 0.167, 0.00633, 0.144, 0.491, 163.908, 214693.0]"
Brent Faiyaz,ADDICTIONS FEAT. Tre' Amani,"[74.0, 0.889, 0.489, 10.0, -8.587, 0.0, 0.108, 0.0209, 1.78e-05, 0.0814, 0.843, 93.039, 192011.0]"
Brent Faiyaz,ROLLING STONE,"[74.0, 0.462, 0.273, 11.0, -11.768, 0.0, 0.0622, 0.903, 3.71e-05, 0.101, 0.334, 141.33, 162007.0]"
Ro James,Permission,"[56.0, 0.663, 0.481, 6.0, -4.121, 0.0, 0.0545, 0.195, 6.7e-05, 0.0836, 0.306, 75.523, 281512.0]"
Ro James,Touchy Feely,"[46.0, 0.915, 0.472, 0.0, -6.351, 1.0, 0.0512, 0.22, 5.74e-05, 0.104, 0.411, 126.976, 167381.0]"
Ro James,A.D.I.D.A.S. All Day I,"[43.0, 0.412, 0.384, 2.0, -10.236, 0.0, 0.0281, 0.0692, 3.09e-05, 0.108, 0.0373, 93.067, 309987.0]"
Ro James,Just me  you,"[42.0, 0.372, 0.572, 11.0, -9.982, 0.0, 0.111, 0.712, 0.0, 0.45, 0.634, 85.563, 182081.0]"
Ro James,Already Knew That,"[41.0, 0.732, 0.747, 11.0, -4.443, 0.0, 0.0571, 0.722, 0.0, 0.267, 0.48, 106.018, 209531.0]"
Ro James,Last Time,"[39.0, 0.724, 0.559, 9.0, -6.713, 0.0, 0.076, 0.0567, 1.01e-06, 0.231, 0.298, 134.945, 270720.0]"
Ro James,Burn Slow,"[38.0, 0.526, 0.63, 5.0, -7.068, 0.0, 0.0548, 0.296, 3.04e-05, 0.131, 0.545, 120.422, 216560.0]"
Ro James,Too Much feat. Miguel,"[36.0, 0.603, 0.667, 8.0, -3.796, 1.0, 0.0612, 0.129, 0.0, 0.245, 0.256, 133.077, 198496.0]"
Ro James,Be Mine,"[33.0, 0.566, 0.838, 7.0, -3.893, 1.0, 0.188, 0.15, 0.00528, 0.225, 0.603, 171.985, 221226.0]"
Ro James,Rain,"[32.0, 0.652, 0.563, 2.0, -5.674, 1.0, 0.0493, 0.715, 0.0, 0.0791, 0.429, 121.346, 273078.0]"
Syd,Daddy Issues Remix feat. Syd,"[74.0, 0.623, 0.533, 10.0, -8.164, 1.0, 0.0653, 0.245, 0.00717, 0.112, 0.247, 84.982, 181187.0]"
Syd,Out Loud feat. Kehlani,"[62.0, 0.565, 0.364, 6.0, -9.512, 1.0, 0.2, 0.328, 0.0, 0.108, 0.527, 155.705, 203037.0]"
Syd,CYBAH feat. Lucky Daye,"[53.0, 0.722, 0.467, 5.0, -7.519, 0.0, 0.077, 0.0537, 0.000557, 0.122, 0.68, 74.968, 244139.0]"
Syd,When Love's Around feat. Syd,"[52.0, 0.694, 0.584, 8.0, -9.406, 0.0, 0.149, 0.312, 0.00646, 0.0717, 0.343, 173.987, 191933.0]"
Syd,Right Track feat. Smino,"[50.0, 0.806, 0.557, 9.0, -6.007, 1.0, 0.0767, 0.184, 0.0, 0.168, 0.815, 113.033, 158272.0]"
Syd,Birthday,"[48.0, 0.692, 0.728, 5.0, -8.686, 0.0, 0.0822, 0.0926, 4.58e-06, 0.125, 0.668, 136.205, 219520.0]"
Syd,Dollar Bills feat. Steve Lacy,"[49.0, 0.656, 0.804, 1.0, -7.449, 1.0, 0.248, 0.085, 0.000636, 0.32, 0.765, 71.524, 187520.0]"
Syd,Body,"[48.0, 0.88, 0.507, 1.0, -7.782, 1.0, 0.0921, 0.0587, 0.474, 0.109, 0.378, 109.977, 262053.0]"
Syd,Fast Car,"[47.0, 0.822, 0.48, 11.0, -7.175, 0.0, 0.0475, 0.069, 0.00486, 0.322, 0.577, 111.959, 210000.0]"
Syd,Missing Out,"[40.0, 0.705, 0.528, 11.0, -5.582, 1.0, 0.0416, 0.00761, 0.00412, 0.129, 0.272, 119.816, 239744.0]"
Xavier Omär,Blind Man,"[57.0, 0.89, 0.523, 6.0, -8.526, 1.0, 0.056, 0.453, 1.58e-06, 0.0831, 0.345, 111.031, 242196.0]"
Xavier Omär,Feelings 4 You,"[53.0, 0.652, 0.312, 8.0, -7.399, 0.0, 0.0495, 0.367, 4.15e-06, 0.134, 0.203, 117.702, 256202.0]"
Xavier Omär,Tarantino,"[53.0, 0.857, 0.424, 7.0, -8.384, 1.0, 0.165, 0.0427, 0.0121, 0.101, 0.302, 103.013, 154369.0]"
Xavier Omär,Just Get Here feat. Wale  VanJess,"[52.0, 0.795, 0.386, 5.0, -10.093, 0.0, 0.157, 0.59, 2.65e-06, 0.0923, 0.196, 98.969, 329693.0]"
Xavier Omär,SURF feat. Masego,"[51.0, 0.603, 0.569, 11.0, -7.472, 0.0, 0.346, 0.11, 0.000459, 0.101, 0.305, 166.051, 202107.0]"
Xavier Omär,Afraid,"[49.0, 0.726, 0.296, 4.0, -7.859, 0.0, 0.0393, 0.355, 0.0, 0.112, 0.148, 123.942, 220044.0]"
Xavier Omär,A Dream,"[49.0, 0.765, 0.635, 2.0, -9.207, 1.0, 0.143, 0.27, 0.0, 0.0983, 0.59, 111.942, 161274.0]"
Xavier Omär,If This Is Love,"[47.0, 0.74, 0.472, 0.0, -9.757, 0.0, 0.0989, 0.226, 0.000208, 0.225, 0.305, 104.044, 220301.0]"
Xavier Omär,Deep End,"[44.0, 0.676, 0.336, 10.0, -8.856, 0.0, 0.0402, 0.457, 2.8e-06, 0.116, 0.291, 88.051, 218227.0]"
Xavier Omär,How Do You Love Me,"[44.0, 0.862, 0.342, 10.0, -10.095, 0.0, 0.055, 0.661, 8.16e-05, 0.102, 0.177, 129.992, 166154.0]"
SiR,D'Evils,"[64.0, 0.784, 0.586, 1.0, -3.417, 1.0, 0.187, 0.00558, 0.000286, 0.106, 0.656, 132.169, 171818.0]"
SiR,Life Is Good feat. Scribz Riley,"[64.0, 0.659, 0.675, 1.0, -6.005, 0.0, 0.19, 0.198, 0.00129, 0.108, 0.19, 146.049, 197260.0]"
SiR,John Redcorn,"[63.0, 0.734, 0.438, 6.0, -6.124, 0.0, 0.0865, 0.224, 0.00292, 0.215, 0.645, 143.961, 187893.0]"
SiR,Satisfaction,"[63.0, 0.685, 0.577, 7.0, -4.655, 0.0, 0.108, 0.66, 2.69e-06, 0.109, 0.371, 110.326, 130982.0]"
SiR,Hair Down feat. Kendrick Lamar,"[63.0, 0.793, 0.489, 8.0, -10.984, 0.0, 0.284, 0.25, 0.000101, 0.432, 0.47, 120.097, 216933.0]"
SiR,You Can't Save Me,"[60.0, 0.622, 0.584, 0.0, -7.891, 1.0, 0.122, 0.0628, 0.000152, 0.119, 0.545, 158.276, 174947.0]"
SiR,That's Why I Love You feat. Sabrina Claudio,"[59.0, 0.64, 0.496, 3.0, -6.077, 0.0, 0.284, 0.333, 0.0, 0.13, 0.547, 119.849, 241747.0]"
SiR,Mood feat. Zacari,"[57.0, 0.599, 0.686, 8.0, -5.951, 1.0, 0.0422, 0.0177, 0.00105, 0.0929, 0.663, 148.009, 191360.0]"
SiR,Ooh Nah Nah feat. Masego,"[56.0, 0.85, 0.273, 7.0, -11.567, 0.0, 0.278, 0.052, 2.22e-06, 0.104, 0.572, 116.894, 240000.0]"
SiR,Rapper Weed,"[56.0, 0.551, 0.674, 7.0, -5.15, 1.0, 0.425, 0.0446, 0.0, 0.0922, 0.55, 147.368, 160000.0]"
Jazmine Sullivan,Bust Your Windows,"[63.0, 0.683, 0.664, 5.0, -4.233, 0.0, 0.0332, 0.538, 0.0, 0.0671, 0.866, 106.991, 266307.0]"
Jazmine Sullivan,Insecure,"[61.0, 0.512, 0.511, 7.0, -4.412, 0.0, 0.324, 0.537, 0.0, 0.115, 0.651, 88.816, 218073.0]"
Jazmine Sullivan,Girl Like Me feat. H.E.R.,"[60.0, 0.5, 0.638, 6.0, -4.007, 0.0, 0.0756, 0.66, 0.0, 0.366, 0.698, 81.145, 224880.0]"
Jazmine Sullivan,Pick Up Your Feelings,"[60.0, 0.758, 0.413, 2.0, -6.239, 0.0, 0.0464, 0.321, 0.0, 0.117, 0.599, 85.46, 229413.0]"
Jazmine Sullivan,On It,"[59.0, 0.422, 0.377, 1.0, -6.7, 0.0, 0.0376, 0.315, 0.0, 0.107, 0.227, 128.441, 205000.0]"
Jazmine Sullivan,Roster,"[59.0, 0.667, 0.471, 8.0, -6.64, 1.0, 0.0332, 0.701, 3.29e-06, 0.105, 0.456, 82.954, 219787.0]"
Jazmine Sullivan,Need U Bad,"[58.0, 0.529, 0.659, 7.0, -5.318, 1.0, 0.0629, 0.0232, 0.0, 0.114, 0.36, 138.196, 257427.0]"
Jazmine Sullivan,Our Love from the series Arcane League of Legends,"[57.0, 0.574, 0.764, 1.0, -5.286, 1.0, 0.0344, 0.104, 4.94e-06, 0.107, 0.621, 105.822, 218249.0]"
Jazmine Sullivan,BPW,"[56.0, 0.393, 0.416, 1.0, -7.141, 1.0, 0.0498, 0.669, 0.0, 0.142, 0.606, 176.188, 202453.0]"
Jazmine Sullivan,Let It Burn,"[56.0, 0.559, 0.56, 8.0, -7.508, 0.0, 0.0375, 0.264, 0.0, 0.112, 0.425, 79.016, 223093.0]"
Sheck Wes,Mo Bamba,"[78.0, 0.729, 0.625, 4.0, -5.266, 1.0, 0.0315, 0.194, 0.00986, 0.248, 0.261, 146.034, 183907.0]"
Sheck Wes,Stick with JID  J. Cole feat. Kenny Mason  Sheck Wes,"[71.0, 0.671, 0.857, 7.0, -5.435, 1.0, 0.292, 0.266, 0.0, 0.668, 0.597, 118.574, 309323.0]"
Sheck Wes,GANG GANG,"[67.0, 0.859, 0.6, 7.0, -4.63, 0.0, 0.301, 0.071, 0.0, 0.353, 0.568, 123.017, 244761.0]"
Sheck Wes,MVP,"[67.0, 0.749, 0.761, 9.0, -4.67, 1.0, 0.16, 0.113, 0.0, 0.066, 0.512, 144.019, 146667.0]"
Sheck Wes,Live Sheck Wes,"[59.0, 0.781, 0.617, 0.0, -7.82, 1.0, 0.252, 0.000732, 0.0467, 0.158, 0.506, 139.973, 147347.0]"
Sheck Wes,WESPN,"[59.0, 0.655, 0.526, 0.0, -7.216, 1.0, 0.239, 0.472, 0.00104, 0.0984, 0.675, 161.808, 273747.0]"
Sheck Wes,Enzo with Sheck Wes feat. Offset 21 Savage  Gucci Mane,"[57.0, 0.785, 0.726, 2.0, -4.209, 1.0, 0.0387, 0.0739, 4.01e-06, 0.316, 0.181, 119.963, 248053.0]"
Sheck Wes,Losing My Mind,"[47.0, 0.81, 0.272, 5.0, -11.374, 1.0, 0.163, 0.239, 0.785, 0.0885, 0.184, 80.048, 156013.0]"
Sheck Wes,YKTS,"[46.0, 0.72, 0.484, 1.0, -5.021, 1.0, 0.415, 0.0132, 0.0299, 0.113, 0.166, 179.957, 194817.0]"
Sheck Wes,Gmail,"[46.0, 0.763, 0.708, 8.0, -6.297, 1.0, 0.134, 0.07, 0.0106, 0.13, 0.732, 160.035, 216947.0]"
Lil Baby,Wants and Needs feat. Lil Baby,"[84.0, 0.578, 0.449, 1.0, -6.349, 1.0, 0.286, 0.0618, 2.17e-06, 0.119, 0.1, 136.006, 192956.0]"
Lil Baby,Drip Too Hard Lil Baby  Gunna,"[83.0, 0.897, 0.662, 1.0, -6.903, 0.0, 0.292, 0.0852, 0.0, 0.534, 0.389, 112.511, 145543.0]"
Lil Baby,2step feat. Lil Baby,"[67.0, 0.693, 0.643, 4.0, -5.867, 0.0, 0.0828, 0.138, 0.0, 0.108, 0.477, 95.055, 163450.0]"
Lil Baby,Girls Want Girls with Lil Baby,"[81.0, 0.767, 0.438, 7.0, -8.726, 0.0, 0.29, 0.181, 0.0, 0.142, 0.381, 86.975, 221980.0]"
Lil Baby,Yes Indeed,"[81.0, 0.963, 0.346, 5.0, -9.309, 0.0, 0.53, 0.0355, 0.0, 0.108, 0.562, 119.957, 142273.0]"
Lil Baby,In A Minute,"[80.0, 0.643, 0.605, 4.0, -5.968, 0.0, 0.297, 0.0336, 0.0, 0.112, 0.145, 84.216, 200471.0]"
Lil Baby,Right On,"[80.0, 0.535, 0.618, 2.0, -5.668, 1.0, 0.382, 0.0245, 0.0, 0.103, 0.211, 165.991, 213976.0]"
Lil Baby,Freestyle,"[79.0, 0.877, 0.517, 2.0, -5.426, 0.0, 0.0706, 0.217, 0.0, 0.143, 0.255, 119.996, 162053.0]"
Lil Baby,p r i d e . i s . t h e . d e v i l with Lil Baby,"[79.0, 0.861, 0.656, 4.0, -7.867, 0.0, 0.425, 0.104, 0.0, 0.0986, 0.331, 88.967, 218210.0]"
Lil Baby,Pure Cocaine,"[78.0, 0.964, 0.487, 10.0, -6.071, 0.0, 0.421, 0.00127, 6.57e-06, 0.115, 0.107, 127.05, 154024.0]"
Trippie Redd,The Grinch,"[78.0, 0.676, 0.503, 8.0, -6.115, 1.0, 0.0971, 0.137, 6.36e-05, 0.0981, 0.196, 162.85, 91288.0]"
Trippie Redd,Taking A Walk,"[77.0, 0.767, 0.538, 0.0, -6.044, 0.0, 0.052, 0.68, 0.0, 0.192, 0.343, 81.031, 121680.0]"
Trippie Redd,1400 / 999 Freestyle,"[77.0, 0.825, 0.572, 6.0, -6.067, 0.0, 0.0864, 0.0079, 0.0, 0.113, 0.568, 141.991, 175954.0]"
Trippie Redd,Miss The Rage feat. Playboi Carti,"[76.0, 0.581, 0.877, 8.0, -4.938, 1.0, 0.114, 0.0151, 0.0, 0.826, 0.353, 77.006, 236883.0]"
Trippie Redd,Rich MF feat. Polo G  Lil Durk,"[75.0, 0.756, 0.698, 6.0, -5.464, 1.0, 0.178, 0.0849, 0.0, 0.221, 0.66, 77.497, 247714.0]"
Trippie Redd,Dark Knight Dummo,"[72.0, 0.28, 0.821, 8.0, -2.864, 0.0, 0.111, 0.167, 0.0, 0.139, 0.254, 181.444, 256163.0]"
Trippie Redd,Love Scars,"[72.0, 0.659, 0.614, 9.0, -7.32, 0.0, 0.0541, 0.000404, 0.0, 0.123, 0.26, 119.405, 143969.0]"
Trippie Redd,Feline with Polo G  Trippie Redd,"[70.0, 0.575, 0.619, 0.0, -6.663, 1.0, 0.322, 0.0208, 0.0, 0.103, 0.296, 110.109, 212204.0]"
Trippie Redd,Topanga,"[70.0, 0.755, 0.615, 4.0, -8.245, 1.0, 0.0454, 0.00587, 1.75e-06, 0.109, 0.039, 105.955, 215364.0]"
Trippie Redd,Who Needs Love,"[70.0, 0.85, 0.516, 0.0, -7.664, 0.0, 0.0714, 0.763, 0.0, 0.0896, 0.874, 108.963, 158532.0]"
88GLAM,Lil Boat,"[66.0, 0.764, 0.672, 6.0, -4.274, 0.0, 0.0655, 0.0166, 1.06e-06, 0.103, 0.594, 150.021, 180813.0]"
88GLAM,Bali,"[60.0, 0.646, 0.503, 11.0, -7.218, 1.0, 0.0402, 0.097, 0.0, 0.13, 0.509, 158.027, 185316.0]"
88GLAM,Kyrie,"[58.0, 0.714, 0.63, 9.0, -5.69, 0.0, 0.0653, 0.332, 1.56e-06, 0.11, 0.366, 156.112, 204615.0]"
88GLAM,12,"[57.0, 0.747, 0.557, 1.0, -8.971, 0.0, 0.069, 0.369, 3.53e-05, 0.103, 0.552, 149.965, 195200.0]"
88GLAM,Happy Belated,"[55.0, 0.594, 0.617, 9.0, -8.1, 0.0, 0.0324, 0.0275, 1.32e-05, 0.124, 0.558, 75.032, 150518.0]"
88GLAM,Purple Baguettes,"[54.0, 0.699, 0.43, 10.0, -8.641, 0.0, 0.111, 0.303, 0.0, 0.11, 0.39, 120.025, 168493.0]"
88GLAM,Sagittarius,"[54.0, 0.825, 0.501, 1.0, -8.694, 1.0, 0.0953, 0.329, 0.0, 0.241, 0.564, 105.048, 133067.0]"
88GLAM,Cake,"[54.0, 0.775, 0.539, 5.0, -4.303, 1.0, 0.0881, 0.372, 8.11e-06, 0.225, 0.624, 144.966, 211862.0]"
88GLAM,It's A Flex feat. NAV,"[52.0, 0.799, 0.554, 6.0, -6.85, 0.0, 0.0922, 0.153, 0.0, 0.198, 0.533, 150.051, 198800.0]"
88GLAM,Want To,"[51.0, 0.811, 0.551, 11.0, -7.405, 1.0, 0.0538, 0.22, 0.0, 0.348, 0.393, 91.015, 147853.0]"
Flipp Dinero,Leave Me Alone,"[71.0, 0.792, 0.743, 7.0, -2.806, 1.0, 0.0851, 0.107, 0.0, 0.183, 0.742, 150.024, 195637.0]"
Flipp Dinero,How I Move feat. Lil Baby,"[66.0, 0.826, 0.635, 5.0, -5.181, 0.0, 0.212, 0.102, 0.0, 0.245, 0.808, 119.954, 224916.0]"
Flipp Dinero,No Option,"[58.0, 0.819, 0.569, 1.0, -8.91, 1.0, 0.129, 0.119, 0.0, 0.0659, 0.799, 112.976, 229414.0]"
Flipp Dinero,No No No feat. A Boogie Wit Da Hoodie,"[57.0, 0.524, 0.511, 7.0, -8.666, 0.0, 0.417, 0.131, 0.0, 0.082, 0.524, 81.328, 221224.0]"
Flipp Dinero,Time Goes Down,"[52.0, 0.758, 0.707, 2.0, -6.677, 0.0, 0.249, 0.0991, 3.66e-05, 0.0987, 0.482, 151.942, 195789.0]"
Flipp Dinero,On Some,"[51.0, 0.768, 0.846, 1.0, -7.134, 1.0, 0.0762, 0.0346, 0.0, 0.173, 0.342, 137.984, 156522.0]"
Flipp Dinero,Westside,"[50.0, 0.812, 0.707, 8.0, -5.014, 0.0, 0.394, 0.0571, 0.0, 0.102, 0.45, 179.971, 224023.0]"
Flipp Dinero,Looking At Me feat. Rich The Kid,"[50.0, 0.78, 0.612, 11.0, -4.469, 0.0, 0.268, 0.0566, 0.0, 0.0975, 0.443, 95.982, 207517.0]"
Flipp Dinero,Say No More,"[48.0, 0.54, 0.623, 1.0, -7.286, 1.0, 0.268, 0.136, 0.0, 0.118, 0.432, 133.029, 196692.0]"
Flipp Dinero,Ain't My Dog,"[47.0, 0.806, 0.434, 11.0, -8.827, 0.0, 0.16, 0.279, 0.0, 0.175, 0.595, 134.055, 224688.0]"
