artist,related_to,id,popularity,followers,collaborations,genres_num,song_name,song_popularity,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Earl Sweatshirt,Vince Staples,3A5tHz1SfngyOZM2gItYKu,66.0,1827619.0,0.0,5.0,2010,56.0,3A5tHz1SfngyOZM2gItYKu,0.831,0.764,7.0,-6.327,0.0,0.386,0.314,1.72e-06,0.227,0.543,105.487,148027.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,I Shoulda Known,26.0,0uFc6StTmJBvdHPZFDkdJy,0.835,0.683,5.0,-8.539,0.0,0.268,0.123,0.0,0.096,0.782,157.019,124372.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Wonderful (feat. Ty Dolla $ign),34.0,0uFc6StTmJBvdHPZFDkdJy,0.759,0.704,6.0,-4.183,1.0,0.032,0.0116,0.000125,0.239,0.436,129.953,236000.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,"RIP (feat. Tyler, The Creator)",53.0,0uFc6StTmJBvdHPZFDkdJy,0.486,0.64,9.0,-3.715,1.0,0.116,0.0752,0.0,0.483,0.536,125.347,157267.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Tied Up (feat. DeJ Loaf),55.0,0uFc6StTmJBvdHPZFDkdJy,0.6,0.721,0.0,-4.596,1.0,0.212,0.182,0.0,0.256,0.371,94.939,193547.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Royalty (feat. DOM KENNEDY),37.0,0uFc6StTmJBvdHPZFDkdJy,0.521,0.737,2.0,-7.836,1.0,0.401,0.571,0.0,0.464,0.522,98.242,221939.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Can I Live feat. Mac Miller,47.0,0uFc6StTmJBvdHPZFDkdJy,0.426,0.912,1.0,-3.183,0.0,0.457,0.00224,0.0,0.317,0.61,180.282,237365.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Mirage,36.0,0uFc6StTmJBvdHPZFDkdJy,0.705,0.926,10.0,-3.669,0.0,0.24,0.0568,1.35e-05,0.0984,0.927,92.989,221935.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Made For It,34.0,0uFc6StTmJBvdHPZFDkdJy,0.836,0.64,9.0,-6.818,1.0,0.474,0.109,0.0,0.0837,0.6,137.057,224234.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Life Changes (feat. Phil Beaudreau),37.0,0uFc6StTmJBvdHPZFDkdJy,0.672,0.572,6.0,-10.486,0.0,0.315,0.314,5.28e-06,0.293,0.419,134.18,235053.0
Casey Veggies,Vince Staples,0uFc6StTmJBvdHPZFDkdJy,52.0,301276.0,0.0,3.0,Backflip (feat. YG & Iamsu!),36.0,0uFc6StTmJBvdHPZFDkdJy,0.892,0.742,10.0,-4.399,0.0,0.144,0.0676,0.0,0.0986,0.591,97.985,258840.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Kush Coma (feat. A$AP Rocky & Zelooperz),47.0,7aA592KWirLsnfb5ulGWvU,0.574,0.965,1.0,-4.643,1.0,0.116,0.00501,0.0,0.188,0.301,130.776,281012.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Grown Up,61.0,7aA592KWirLsnfb5ulGWvU,0.635,0.766,11.0,-6.459,1.0,0.26,0.132,0.0,0.122,0.685,93.603,139931.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Party All the Time,50.0,7aA592KWirLsnfb5ulGWvU,0.548,0.456,9.0,-6.541,1.0,0.161,0.763,0.00111,0.0991,0.334,103.281,208365.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,XXX,47.0,7aA592KWirLsnfb5ulGWvU,0.623,0.859,10.0,-4.71,0.0,0.155,0.2,0.0,0.0888,0.417,109.622,110487.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Tell Me What I Don't Know,47.0,7aA592KWirLsnfb5ulGWvU,0.481,0.821,2.0,-7.745,1.0,0.339,0.433,0.0,0.134,0.107,110.372,151980.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,25 Bucks (feat. Purity Ring),48.0,7aA592KWirLsnfb5ulGWvU,0.723,0.848,5.0,-7.11,1.0,0.0833,0.32,0.0,0.144,0.27,116.021,210880.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Let's Go,57.0,7aA592KWirLsnfb5ulGWvU,0.742,0.849,9.0,-4.825,0.0,0.0645,0.543,0.0,0.28,0.809,102.556,149934.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Really Doe,56.0,7aA592KWirLsnfb5ulGWvU,0.692,0.983,1.0,-3.469,1.0,0.29,0.0417,0.0,0.21,0.792,75.992,319434.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,BUZZCUT (feat. Danny Brown),51.0,7aA592KWirLsnfb5ulGWvU,0.717,0.758,2.0,-5.576,0.0,0.268,0.0791,7.08e-06,0.293,0.252,91.983,201160.0
Danny Brown,Vince Staples,7aA592KWirLsnfb5ulGWvU,59.0,702451.0,0.0,7.0,Ain't it Funny,55.0,7aA592KWirLsnfb5ulGWvU,0.483,0.841,5.0,-5.115,0.0,0.0964,0.0108,2.71e-06,0.382,0.204,114.382,177025.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,Headstone,53.0,1dqGS5sT6PE2wEvP1gROZC,0.792,0.665,10.0,-5.676,0.0,0.1,0.0196,5.08e-06,0.597,0.786,90.001,258765.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,Crown (feat. Portugal. The Man),50.0,1dqGS5sT6PE2wEvP1gROZC,0.715,0.574,11.0,-10.243,0.0,0.098,0.00248,6.68e-05,0.128,0.345,137.579,297369.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,"Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)",50.0,1dqGS5sT6PE2wEvP1gROZC,0.694,0.625,1.0,-6.599,1.0,0.0563,0.011,0.0,0.104,0.265,121.793,223320.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,"Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)",51.0,1dqGS5sT6PE2wEvP1gROZC,0.768,0.648,11.0,-6.042,0.0,0.188,0.045,2.9e-05,0.113,0.358,97.013,188040.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,"New Phone, Who Dis?",51.0,1dqGS5sT6PE2wEvP1gROZC,0.843,0.506,11.0,-11.312,1.0,0.285,0.278,6.34e-06,0.129,0.441,122.448,331347.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,Afterlife,53.0,1dqGS5sT6PE2wEvP1gROZC,0.736,0.535,1.0,-8.564,1.0,0.0924,0.31,1.13e-06,0.107,0.376,110.014,194747.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,The Glory (feat. Denzel Curry),51.0,1dqGS5sT6PE2wEvP1gROZC,0.595,0.578,1.0,-10.715,1.0,0.581,0.254,0.0,0.37,0.368,81.613,349598.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,A Spike Lee Joint (feat. Anthony Flammia),53.0,1dqGS5sT6PE2wEvP1gROZC,0.785,0.511,6.0,-12.335,1.0,0.211,0.139,0.000214,0.657,0.484,105.639,255213.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,Distance (feat. Issa Gold & Erick The Architect),56.0,1dqGS5sT6PE2wEvP1gROZC,0.784,0.606,2.0,-7.726,1.0,0.125,0.003,0.0,0.101,0.267,118.965,133053.0
Flatbush Zombies,Vince Staples,1dqGS5sT6PE2wEvP1gROZC,57.0,1126548.0,0.0,5.0,Bounce,57.0,1dqGS5sT6PE2wEvP1gROZC,0.628,0.618,5.0,-8.4,0.0,0.313,0.0113,0.0,0.109,0.362,110.007,241520.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,Walkin,69.0,6fxyWrfmjcbj5d12gXeiNV,0.557,0.654,11.0,-7.201,0.0,0.196,0.134,0.0,0.291,0.386,135.983,280000.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,CLOUT COBAIN | CLOUT CO13A1N,66.0,6fxyWrfmjcbj5d12gXeiNV,0.794,0.448,10.0,-4.771,0.0,0.0539,0.591,0.0,0.109,0.588,120.055,231333.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,RICKY,64.0,6fxyWrfmjcbj5d12gXeiNV,0.776,0.562,9.0,-6.901,1.0,0.363,0.0399,0.0,0.138,0.521,169.03,147867.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,"Talk About Me (feat. Kid Cudi, Denzel Curry & JID)",68.0,6fxyWrfmjcbj5d12gXeiNV,0.789,0.693,6.0,-9.263,1.0,0.262,0.483,7.79e-05,0.241,0.665,88.01,185455.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,X-Wing,63.0,6fxyWrfmjcbj5d12gXeiNV,0.787,0.675,2.0,-7.629,1.0,0.136,0.109,0.0,0.695,0.424,119.988,176000.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,Dynasties & Dystopia (from the series Arcane League of Legends),65.0,6fxyWrfmjcbj5d12gXeiNV,0.703,0.834,1.0,-5.134,1.0,0.0603,0.0139,0.0,0.1,0.863,153.97,178080.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,Walkin - Key Glock remix,65.0,6fxyWrfmjcbj5d12gXeiNV,0.777,0.703,11.0,-6.863,0.0,0.0485,0.14,1.34e-05,0.235,0.662,135.985,226116.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,Bruuuh (with Denzel Curry) - Remix,63.0,6fxyWrfmjcbj5d12gXeiNV,0.813,0.621,9.0,-9.273,1.0,0.209,0.0144,4.03e-05,0.0793,0.377,112.101,206446.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,Troubles [Feat. T-Pain],62.0,6fxyWrfmjcbj5d12gXeiNV,0.78,0.751,7.0,-4.681,0.0,0.177,0.546,3.36e-05,0.176,0.899,180.008,160000.0
Denzel Curry,Vince Staples,6fxyWrfmjcbj5d12gXeiNV,72.0,1903219.0,0.0,6.0,Ultimate,66.0,6fxyWrfmjcbj5d12gXeiNV,0.493,0.826,9.0,-3.106,1.0,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Cold World (feat. Earl Sweatshirt & Remy Banks),40.0,0B1prtAE9Ca9hTs0rUkjHG,0.414,0.808,7.0,-5.216,1.0,0.322,0.0366,0.0,0.283,0.339,81.876,287440.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,"Remix (feat. Tyler, The Creator)",42.0,0B1prtAE9Ca9hTs0rUkjHG,0.413,0.664,11.0,-8.701,0.0,0.322,0.0198,0.0,0.102,0.385,163.341,170227.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Air,14.0,0B1prtAE9Ca9hTs0rUkjHG,0.571,0.921,11.0,-6.281,0.0,0.129,0.00125,0.0,0.23,0.139,99.82,172267.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Troublesome,23.0,0B1prtAE9Ca9hTs0rUkjHG,0.496,0.839,1.0,-4.429,0.0,0.198,0.259,0.0,0.312,0.842,62.463,201733.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Goon'n,19.0,0B1prtAE9Ca9hTs0rUkjHG,0.415,0.707,8.0,-7.017,1.0,0.237,0.114,0.000408,0.512,0.0666,135.506,208573.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Yu,41.0,0B1prtAE9Ca9hTs0rUkjHG,0.397,0.668,11.0,-8.857,0.0,0.334,0.0189,0.0,0.0924,0.326,163.829,146347.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Extinguisher,25.0,0B1prtAE9Ca9hTs0rUkjHG,0.478,0.859,8.0,-6.771,0.0,0.346,0.000163,0.0,0.0363,0.891,161.926,241920.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Get'n Drunk,15.0,0B1prtAE9Ca9hTs0rUkjHG,0.813,0.655,2.0,-8.622,1.0,0.26,0.00402,1.01e-05,0.119,0.182,120.993,174813.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,HighLife (feat. Curren$y & Smoke Dza),15.0,0B1prtAE9Ca9hTs0rUkjHG,0.63,0.868,8.0,-6.288,1.0,0.35,0.0441,0.0,0.194,0.214,110.056,281253.0
MellowHigh,Vince Staples,0B1prtAE9Ca9hTs0rUkjHG,31.0,76162.0,0.0,1.0,Self Titled,14.0,0B1prtAE9Ca9hTs0rUkjHG,0.781,0.746,5.0,-7.283,1.0,0.0665,0.0231,0.0,0.0619,0.158,128.079,137000.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,Scottie Beam,59.0,0Y4inQK6OespitzD6ijMwb,0.523,0.654,6.0,-9.531,0.0,0.216,0.815,8.34e-06,0.211,0.544,79.192,244053.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,1985,61.0,0Y4inQK6OespitzD6ijMwb,0.528,0.595,0.0,-10.35,0.0,0.281,0.337,0.0,0.389,0.36,130.396,152547.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,Ice Cream (feat. Rick Ross),54.0,0Y4inQK6OespitzD6ijMwb,0.628,0.644,6.0,-7.429,0.0,0.513,0.043,0.0,0.185,0.248,159.918,123750.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,High (feat. Danny Brown),56.0,0Y4inQK6OespitzD6ijMwb,0.566,0.805,1.0,-8.32,1.0,0.321,0.186,0.0,0.428,0.616,118.965,177640.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,Crime Pays,58.0,0Y4inQK6OespitzD6ijMwb,0.608,0.699,6.0,-8.267,1.0,0.114,0.139,0.0,0.242,0.784,146.941,182680.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,4 Thangs (feat. Big Sean & Hit-Boy),61.0,0Y4inQK6OespitzD6ijMwb,0.813,0.557,10.0,-6.655,0.0,0.133,0.0547,0.0,0.128,0.764,83.012,104912.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,"Something to Rap About (feat. Tyler, The Creator)",66.0,0Y4inQK6OespitzD6ijMwb,0.406,0.524,5.0,-11.071,1.0,0.255,0.469,3.95e-06,0.117,0.412,56.046,282560.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,God Is Perfect,56.0,0Y4inQK6OespitzD6ijMwb,0.543,0.551,1.0,-10.38,1.0,0.437,0.741,5.35e-05,0.583,0.638,75.932,239027.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,Thuggin’,56.0,0Y4inQK6OespitzD6ijMwb,0.427,0.604,11.0,-8.561,0.0,0.203,0.0302,0.000648,0.161,0.256,91.546,226520.0
Freddie Gibbs,Vince Staples,0Y4inQK6OespitzD6ijMwb,66.0,1016217.0,0.0,7.0,Gang Signs (feat. ScHoolboy Q),63.0,0Y4inQK6OespitzD6ijMwb,0.626,0.615,1.0,-6.142,1.0,0.346,0.265,0.0,0.0812,0.611,52.145,166841.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Make Me Feel,66.0,2P5sC9cVZDToPxyomzF1UH,0.645,0.874,0.0,-5.565,0.0,0.254,0.0339,0.0,0.14,0.605,91.922,177507.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Brand New 911,67.0,2P5sC9cVZDToPxyomzF1UH,0.483,0.878,6.0,-3.352,1.0,0.158,0.00491,0.0,0.231,0.716,139.605,178787.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Zipcodes,64.0,2P5sC9cVZDToPxyomzF1UH,0.411,0.699,4.0,-6.644,0.0,0.378,0.161,0.0,0.235,0.457,75.176,267173.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,TEMPTATION,70.0,2P5sC9cVZDToPxyomzF1UH,0.775,0.707,10.0,-5.339,0.0,0.152,0.397,0.0,0.874,0.78,104.979,244198.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,DEVASTATED,70.0,2P5sC9cVZDToPxyomzF1UH,0.812,0.628,10.0,-6.164,0.0,0.0682,0.0634,0.0,0.254,0.485,123.004,207059.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Survival Tactics,69.0,2P5sC9cVZDToPxyomzF1UH,0.53,0.843,1.0,-2.271,1.0,0.39,0.428,0.0,0.164,0.919,199.946,202785.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Cruise Control,67.0,2P5sC9cVZDToPxyomzF1UH,0.522,0.614,6.0,-6.893,0.0,0.366,0.339,0.0,0.166,0.12,95.282,206627.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,The Highs & The Lows,70.0,2P5sC9cVZDToPxyomzF1UH,0.539,0.714,5.0,-4.543,1.0,0.455,0.288,0.0,0.174,0.458,81.709,255609.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Righteous Minds,66.0,2P5sC9cVZDToPxyomzF1UH,0.809,0.638,8.0,-5.646,0.0,0.28,0.262,0.0,0.453,0.608,94.893,224043.0
Joey Bada,Vince Staples,2P5sC9cVZDToPxyomzF1UH,74.0,2675932.0,0.0,4.0,Love Is Only a Feeling,77.0,2P5sC9cVZDToPxyomzF1UH,0.629,0.676,1.0,-7.088,0.0,0.191,0.53,0.000325,0.701,0.497,90.377,152041.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,D.R.U.G.S.,48.0,0g9vAlRPK9Gt3FKCekk4TW,0.715,0.447,10.0,-10.523,0.0,0.166,0.216,0.00107,0.249,0.417,131.99,356832.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Dangerookipawaa Freestyle,45.0,0g9vAlRPK9Gt3FKCekk4TW,0.42,0.814,11.0,-6.254,1.0,0.31,0.0156,0.0,0.142,0.395,82.596,227064.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,The Law (feat. Mac Miller & Rapsody),62.0,0g9vAlRPK9Gt3FKCekk4TW,0.744,0.637,1.0,-7.297,0.0,0.301,0.249,0.0,0.0965,0.697,139.882,329208.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Who Wants What,44.0,0g9vAlRPK9Gt3FKCekk4TW,0.716,0.817,7.0,-4.895,0.0,0.341,0.168,0.0,0.0914,0.293,85.093,323304.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Illuminate (feat. Kendrick Lamar),52.0,0g9vAlRPK9Gt3FKCekk4TW,0.719,0.855,3.0,-5.977,0.0,0.39,0.384,0.0,0.0696,0.504,132.83,306730.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Bloody Waters (with Anderson .Paak & James Blake),56.0,0g9vAlRPK9Gt3FKCekk4TW,0.507,0.606,8.0,-8.758,1.0,0.452,0.185,0.0,0.174,0.202,180.607,272307.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Hollandaise,57.0,0g9vAlRPK9Gt3FKCekk4TW,0.731,0.662,11.0,-4.546,1.0,0.0975,0.00208,0.0,0.107,0.263,143.971,178677.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Gods Reign (feat. Sza),43.0,0g9vAlRPK9Gt3FKCekk4TW,0.576,0.543,9.0,-7.612,0.0,0.0879,0.171,0.0,0.718,0.363,111.922,258670.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Hunnid Stax (feat. ScHoolboy Q),42.0,0g9vAlRPK9Gt3FKCekk4TW,0.677,0.599,10.0,-10.917,0.0,0.32,0.0391,0.0,0.451,0.631,134.22,203471.0
Ab-Soul,Vince Staples,0g9vAlRPK9Gt3FKCekk4TW,57.0,931001.0,0.0,7.0,Terrorist Threats (feat. Danny Brown & Jhene Aiko),46.0,0g9vAlRPK9Gt3FKCekk4TW,0.775,0.565,2.0,-8.394,1.0,0.179,0.288,0.0,0.352,0.477,119.991,264284.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Surf & Turf,44.0,4fpwOzxFRMVGfd197dKIdY,0.572,0.63,6.0,-10.152,0.0,0.405,0.769,1.82e-06,0.371,0.621,78.923,223200.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,All the Way Out,47.0,4fpwOzxFRMVGfd197dKIdY,0.532,0.731,1.0,-7.427,1.0,0.33,0.628,0.0,0.125,0.522,80.644,168000.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Hot Water Tank,45.0,4fpwOzxFRMVGfd197dKIdY,0.549,0.487,5.0,-9.64,0.0,0.347,0.0893,0.00118,0.609,0.212,142.238,178520.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Scrape The Bowl,44.0,4fpwOzxFRMVGfd197dKIdY,0.654,0.463,1.0,-10.64,1.0,0.397,0.483,0.0,0.176,0.362,82.108,218813.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Carruth,51.0,4fpwOzxFRMVGfd197dKIdY,0.545,0.362,6.0,-13.491,1.0,0.122,0.83,3.46e-05,0.112,0.707,79.288,133560.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Photographic Memories (feat. Earl Sweatshirt),45.0,4fpwOzxFRMVGfd197dKIdY,0.544,0.527,8.0,-10.708,1.0,0.389,0.786,0.0,0.165,0.448,145.041,233227.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Brickmile To Montana,53.0,4fpwOzxFRMVGfd197dKIdY,0.551,0.662,6.0,-10.055,1.0,0.36,0.771,0.0314,0.304,0.48,149.486,160120.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Flight Risk,44.0,4fpwOzxFRMVGfd197dKIdY,0.694,0.664,4.0,-9.45,0.0,0.289,0.734,4.81e-05,0.544,0.476,131.997,126160.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Fake Flowers,46.0,4fpwOzxFRMVGfd197dKIdY,0.654,0.366,11.0,-14.573,0.0,0.471,0.796,0.0,0.67,0.216,87.657,226800.0
Boldy James,Vince Staples,4fpwOzxFRMVGfd197dKIdY,54.0,91510.0,0.0,7.0,Game Time,43.0,4fpwOzxFRMVGfd197dKIdY,0.495,0.738,2.0,-5.91,1.0,0.05,0.232,2.31e-05,0.239,0.178,80.014,193687.0
Isaiah Rashad,Vince Staples,6aaMZ3fcfLv4tEbmY7bjRM,66.0,1169089.0,0.0,4.0,West Savannah (feat. SZA),62.0,6aaMZ3fcfLv4tEbmY7bjRM,0.652,0.906,9.0,-4.032,1.0,0.161,0.13,0.0681,0.504,0.559,125.103,167277.0
Isaiah Rashad,Vince Staples,6aaMZ3fcfLv4tEbmY7bjRM,66.0,1169089.0,0.0,4.0,Wat U Sed (feat. Iamdoechii & Kal Banx),62.0,6aaMZ3fcfLv4tEbmY7bjRM,0.838,0.634,11.0,-7.018,1.0,0.258,0.101,0.13,0.143,0.526,163.0,176683.0
Isaiah Rashad,Vince Staples,6aaMZ3fcfLv4tEbmY7bjRM,66.0,1169089.0,0.0,4.0,Heavenly Father,60.0,6aaMZ3fcfLv4tEbmY7bjRM,0.608,0.676,1.0,-7.56,1.0,0.248,0.212,0.0,0.347,0.57,80.939,260632.0
Isaiah Rashad,Vince Staples,6aaMZ3fcfLv4tEbmY7bjRM,66.0,1169089.0,0.0,4.0,Headshots (4r Da Locals),67.0,6aaMZ3fcfLv4tEbmY7bjRM,0.894,0.615,3.0,-6.269,1.0,0.0826,0.0308,0.00921,0.309,0.661,120.0,193209.0
Isaiah Rashad,Vince Staples,6aaMZ3fcfLv4tEbmY7bjRM,66.0,1169089.0,0.0,4.0,Wat's Wrong (feat. Zacari & Kendrick Lamar),66.0,6aaMZ3fcfLv4tEbmY7bjRM,0.706,0.688,1.0,-6.357,1.0,0.269,0.151,0.0,0.466,0.313,125.966,330783.0
