artist,related_to,id,popularity,followers,collaborations,genres_num,song_name,song_popularity,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,She Knows (feat. Amber Coffman & Cults),82.0,6l3HvQ5sa6mXTsMTB19rO5,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,m y . l i f e (with 21 Savage & Morray),79.0,6l3HvQ5sa6mXTsMTB19rO5,0.597,0.587,7.0,-7.026,0.0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,MIDDLE CHILD,80.0,6l3HvQ5sa6mXTsMTB19rO5,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,a m a r i,75.0,6l3HvQ5sa6mXTsMTB19rO5,0.725,0.713,4.0,-6.173,0.0,0.187,0.127,0.0,0.617,0.207,65.988,148421.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,Power Trip (feat. Miguel),77.0,6l3HvQ5sa6mXTsMTB19rO5,0.667,0.608,1.0,-7.054,1.0,0.216,0.324,0.000198,0.426,0.475,99.992,241160.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,Work Out,81.0,6l3HvQ5sa6mXTsMTB19rO5,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004,235320.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,Wet Dreamz,83.0,6l3HvQ5sa6mXTsMTB19rO5,0.495,0.722,6.0,-8.108,0.0,0.357,0.0697,0.0,0.113,0.539,175.627,239267.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,p r i d e . i s . t h e . d e v i l (with Lil Baby),79.0,6l3HvQ5sa6mXTsMTB19rO5,0.861,0.656,4.0,-7.867,0.0,0.425,0.104,0.0,0.0986,0.331,88.967,218210.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,No Role Modelz,87.0,6l3HvQ5sa6mXTsMTB19rO5,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0
J. Cole,Drake,6l3HvQ5sa6mXTsMTB19rO5,84.0,17438272.0,2.0,4.0,Under The Sun (with J. Cole & Lute feat. DaBaby),75.0,6l3HvQ5sa6mXTsMTB19rO5,0.691,0.64,0.0,-6.441,1.0,0.369,0.511,0.0,0.409,0.163,138.672,202040.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,R.I.C.O. (feat. Drake),70.0,20sxb77xiYeusSH8cVdatc,0.727,0.599,1.0,-6.941,1.0,0.327,0.317,0.0,0.219,0.386,167.909,197133.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,All Eyes on You (feat. Chris Brown & Nicki Minaj),68.0,20sxb77xiYeusSH8cVdatc,0.589,0.658,11.0,-5.288,0.0,0.203,0.0242,0.0,0.118,0.251,77.521,223973.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Going Bad (feat. Drake),79.0,20sxb77xiYeusSH8cVdatc,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Sharing Locations (feat. Lil Baby & Lil Durk),66.0,20sxb77xiYeusSH8cVdatc,0.681,0.63,1.0,-5.585,1.0,0.0385,0.00383,0.0,0.139,0.183,151.951,161053.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",71.0,20sxb77xiYeusSH8cVdatc,0.723,0.732,11.0,-5.514,1.0,0.0864,0.11,0.0,0.484,0.503,104.991,199747.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Dreams and Nightmares,73.0,20sxb77xiYeusSH8cVdatc,0.631,0.774,11.0,-2.459,1.0,0.3,0.468,0.0,0.281,0.44,79.745,230693.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Still Runnin (feat. Meek Mill),66.0,20sxb77xiYeusSH8cVdatc,0.856,0.727,2.0,-5.616,1.0,0.277,0.013,0.0,0.117,0.286,146.044,173419.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Hot (feat. Moneybagg Yo),63.0,20sxb77xiYeusSH8cVdatc,0.773,0.623,2.0,-5.267,1.0,0.196,0.00194,0.0,0.133,0.13,153.1,150527.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Blue Notes,66.0,20sxb77xiYeusSH8cVdatc,0.515,0.431,4.0,-8.251,1.0,0.257,0.665,0.0,0.147,0.184,141.392,227809.0
Meek Mill,Drake,20sxb77xiYeusSH8cVdatc,75.0,6359883.0,0.0,6.0,Ima Boss (feat. Rick Ross),65.0,20sxb77xiYeusSH8cVdatc,0.37,0.87,5.0,-2.09,1.0,0.271,0.0415,0.0,0.604,0.331,79.092,250240.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,Borracho,74.0,0QHgL1lAIqAw0HtD7YldmP,0.787,0.748,8.0,-3.752,0.0,0.0797,0.571,0.0,0.214,0.703,93.006,219750.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",70.0,0QHgL1lAIqAw0HtD7YldmP,0.545,0.781,10.0,-3.616,1.0,0.185,0.0139,0.0,0.161,0.277,150.097,232507.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),77.0,0QHgL1lAIqAw0HtD7YldmP,0.477,0.727,2.0,-4.053,1.0,0.286,0.000866,0.0,0.108,0.227,150.062,236524.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",66.0,0QHgL1lAIqAw0HtD7YldmP,0.599,0.667,7.0,-4.267,1.0,0.0367,0.0533,0.0,0.134,0.817,80.984,288877.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,POPSTAR (feat. Drake),68.0,0QHgL1lAIqAw0HtD7YldmP,0.803,0.565,5.0,-4.711,0.0,0.235,0.0558,0.0,0.141,0.474,163.085,200221.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",70.0,0QHgL1lAIqAw0HtD7YldmP,0.757,0.721,4.0,-2.906,0.0,0.0691,0.00196,0.0,0.647,0.364,124.036,165366.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,GREECE (feat. Drake),68.0,0QHgL1lAIqAw0HtD7YldmP,0.687,0.336,5.0,-10.748,1.0,0.0456,0.0755,0.0,0.126,0.215,85.828,219270.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,Wild Thoughts (feat. Rihanna & Bryson Tiller),65.0,0QHgL1lAIqAw0HtD7YldmP,0.613,0.681,8.0,-3.089,1.0,0.0778,0.0287,0.0,0.126,0.619,97.621,204664.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,Big Energy (feat. DJ Khaled) - Remix,75.0,0QHgL1lAIqAw0HtD7YldmP,0.867,0.771,11.0,-3.688,0.0,0.0939,0.0385,0.0,0.133,0.715,106.021,181666.0
DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76.0,7974759.0,0.0,9.0,I'm On One,70.0,0QHgL1lAIqAw0HtD7YldmP,0.413,0.807,11.0,-3.499,0.0,0.318,0.0536,0.0,0.631,0.438,149.33,296147.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Stay Schemin,63.0,1sBkRIssrMs1AbVkOJbc7a,0.541,0.734,7.0,-4.232,0.0,0.166,0.0621,0.0,0.12,0.321,162.304,267720.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Gold Roses (feat. Drake),63.0,1sBkRIssrMs1AbVkOJbc7a,0.502,0.633,1.0,-5.8,1.0,0.419,0.00991,0.0,0.389,0.552,83.226,349600.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Kind of Girl,67.0,1sBkRIssrMs1AbVkOJbc7a,0.428,0.698,11.0,-7.837,0.0,0.408,0.318,0.0,0.449,0.191,151.794,177788.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Hustlin',69.0,1sBkRIssrMs1AbVkOJbc7a,0.502,0.652,9.0,-7.224,1.0,0.3,0.0848,0.0,0.0675,0.648,136.08,254093.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,You Only Live Twice (with Lil Wayne & Rick Ross),67.0,1sBkRIssrMs1AbVkOJbc7a,0.519,0.851,7.0,-6.001,1.0,0.29,0.118,0.0,0.178,0.711,123.823,213104.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Aston Martin Music,70.0,1sBkRIssrMs1AbVkOJbc7a,0.57,0.58,1.0,-5.547,1.0,0.21,0.0124,0.0,0.0498,0.404,171.812,270627.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Money In The Grave (Drake ft. Rick Ross),78.0,1sBkRIssrMs1AbVkOJbc7a,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,205427.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Run It (feat. Rick Ross & Rich Brian),69.0,1sBkRIssrMs1AbVkOJbc7a,0.688,0.725,2.0,-7.806,1.0,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,163373.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Here I Am,60.0,1sBkRIssrMs1AbVkOJbc7a,0.746,0.717,10.0,-5.788,0.0,0.127,0.189,0.0,0.0704,0.475,109.754,209547.0
Rick Ross,Drake,1sBkRIssrMs1AbVkOJbc7a,76.0,6101612.0,10.0,7.0,Purple Lamborghini (with Rick Ross),68.0,1sBkRIssrMs1AbVkOJbc7a,0.457,0.899,10.0,-2.591,0.0,0.132,0.0019,0.0,0.831,0.298,147.268,215510.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Poke It Out (feat. J. Cole),57.0,67nwj3Y5sZQLl72VNUHEYE,0.778,0.934,9.0,-3.488,1.0,0.321,0.184,0.0,0.123,0.803,98.97,183333.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Beauty In The Madness,49.0,67nwj3Y5sZQLl72VNUHEYE,0.718,0.614,5.0,-4.854,0.0,0.0534,0.118,0.0,0.283,0.592,130.581,220735.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Lotus Flower Bomb (feat. Miguel),68.0,67nwj3Y5sZQLl72VNUHEYE,0.512,0.598,9.0,-4.959,0.0,0.115,0.611,0.0,0.0881,0.345,70.189,213253.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Change,58.0,67nwj3Y5sZQLl72VNUHEYE,0.511,0.85,11.0,-3.562,0.0,0.195,0.0237,0.0,0.0615,0.326,90.047,277970.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Ride Out,59.0,67nwj3Y5sZQLl72VNUHEYE,0.696,0.801,5.0,-5.641,0.0,0.0952,0.0469,0.0,0.502,0.536,93.003,211909.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Bad (feat. Rihanna) - Remix,62.0,67nwj3Y5sZQLl72VNUHEYE,0.807,0.702,6.0,-6.594,0.0,0.0748,0.307,0.0,0.111,0.447,114.038,238827.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,On Chill (feat. Jeremih),63.0,67nwj3Y5sZQLl72VNUHEYE,0.597,0.733,1.0,-6.017,1.0,0.41,0.134,0.0,0.159,0.639,171.016,214035.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,The Need to Know (feat. SZA),65.0,67nwj3Y5sZQLl72VNUHEYE,0.537,0.411,7.0,-14.059,1.0,0.502,0.487,9.21e-06,0.3,0.207,94.292,216832.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,Love... (Her Fault) [feat. Bryson Tiller],60.0,67nwj3Y5sZQLl72VNUHEYE,0.59,0.598,7.0,-7.153,1.0,0.609,0.0697,0.0,0.112,0.34,156.073,212500.0
Wale,Drake,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,0.0,10.0,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",62.0,67nwj3Y5sZQLl72VNUHEYE,0.728,0.811,7.0,-4.278,1.0,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Belong to the City,67.0,2HPaUgqeutzr3jx5a9WyDV,0.505,0.476,5.0,-9.767,0.0,0.0508,0.709,0.00128,0.129,0.2,176.332,98024.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Come and See Me (feat. Drake),72.0,2HPaUgqeutzr3jx5a9WyDV,0.717,0.347,11.0,-10.265,0.0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Wus Good / Curious,66.0,2HPaUgqeutzr3jx5a9WyDV,0.344,0.537,8.0,-8.215,0.0,0.079,0.0727,0.000127,0.225,0.453,82.878,212880.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,LOYAL (feat. Drake),68.0,2HPaUgqeutzr3jx5a9WyDV,0.866,0.53,0.0,-6.347,0.0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Just Might (with PARTYNEXTDOOR),68.0,2HPaUgqeutzr3jx5a9WyDV,0.69,0.377,7.0,-7.907,1.0,0.0793,0.672,1.06e-06,0.106,0.18,104.924,205733.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,BELIEVE IT,71.0,2HPaUgqeutzr3jx5a9WyDV,0.43,0.7,6.0,-5.35,1.0,0.264,0.0902,0.0,0.216,0.731,158.373,183219.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Recognize (feat. Drake),70.0,2HPaUgqeutzr3jx5a9WyDV,0.643,0.541,2.0,-5.801,1.0,0.0426,0.0102,0.0,0.102,0.165,119.499,311197.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,LOYAL (feat. Drake and Bad Bunny) - Remix,69.0,2HPaUgqeutzr3jx5a9WyDV,0.877,0.529,0.0,-6.235,0.0,0.0461,0.479,0.00159,0.094,0.422,104.984,281120.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Break from Toronto,79.0,2HPaUgqeutzr3jx5a9WyDV,0.596,0.678,9.0,-5.18,1.0,0.0335,0.0199,0.004,0.418,0.259,117.066,99213.0
PARTYNEXTDOOR,Drake,2HPaUgqeutzr3jx5a9WyDV,74.0,3993881.0,8.0,7.0,Excitement (feat. PARTYNEXTDOOR),69.0,2HPaUgqeutzr3jx5a9WyDV,0.443,0.536,4.0,-8.187,0.0,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,283285.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,4 AM,66.0,17lzZA2AlOHwCwFALHttmp,0.796,0.5,1.0,-7.21,1.0,0.425,0.118,0.0,0.155,0.227,75.012,255560.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,We Own It (Fast & Furious),70.0,17lzZA2AlOHwCwFALHttmp,0.563,0.902,1.0,-4.586,0.0,0.402,0.0545,0.0,0.0524,0.559,171.999,227907.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,Champions,67.0,17lzZA2AlOHwCwFALHttmp,0.692,0.774,6.0,-2.48,0.0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,Baddest,62.0,17lzZA2AlOHwCwFALHttmp,0.712,0.703,4.0,-6.174,0.0,0.199,0.0287,0.0,0.13,0.452,89.024,202247.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,X (with 2 Chainz & Saudi),67.0,17lzZA2AlOHwCwFALHttmp,0.768,0.471,2.0,-8.406,1.0,0.259,0.0201,0.0,0.268,0.405,131.023,267427.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,Mercy.1,60.0,17lzZA2AlOHwCwFALHttmp,0.556,0.644,6.0,-5.805,0.0,0.402,0.0558,2.32e-05,0.35,0.499,140.009,326347.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,Million Dollars Worth of Game (feat. 42 Dugg),61.0,17lzZA2AlOHwCwFALHttmp,0.81,0.68,2.0,-4.871,1.0,0.346,0.0059,0.0,0.112,0.419,97.02,158627.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,It's A Vibe,71.0,17lzZA2AlOHwCwFALHttmp,0.822,0.502,7.0,-7.38,1.0,0.148,0.0312,0.000887,0.114,0.525,73.003,210200.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,No Lie,61.0,17lzZA2AlOHwCwFALHttmp,0.634,0.665,6.0,-5.984,0.0,0.176,0.0172,0.0,0.365,0.611,131.108,237827.0
2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76.0,7293795.0,7.0,7.0,Alive (with Offset & 2 Chainz),62.0,17lzZA2AlOHwCwFALHttmp,0.811,0.726,2.0,-6.726,1.0,0.323,0.362,1.88e-06,0.121,0.57,150.061,235897.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,The Take (feat. Chris Brown),71.0,2jku7tDXc6XoB6MO2hFuqg,0.464,0.547,7.0,-8.137,0.0,0.339,0.0511,0.0,0.155,0.423,67.003,221492.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,Lavender Sunflower,67.0,2jku7tDXc6XoB6MO2hFuqg,0.607,0.735,4.0,-6.065,0.0,0.095,0.253,0.0,0.11,0.964,88.894,151967.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,Say It,73.0,2jku7tDXc6XoB6MO2hFuqg,0.546,0.529,11.0,-10.511,0.0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,Chauffeur,72.0,2jku7tDXc6XoB6MO2hFuqg,0.639,0.767,6.0,-4.997,1.0,0.0928,0.13,0.0,0.205,0.54,154.032,205040.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",77.0,2jku7tDXc6XoB6MO2hFuqg,0.904,0.723,11.0,-5.224,0.0,0.26,0.0631,0.0,0.185,0.835,145.013,227478.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,The Color Violet,77.0,2jku7tDXc6XoB6MO2hFuqg,0.645,0.534,6.0,-10.8,0.0,0.0479,0.157,0.0,0.0863,0.463,105.02,226467.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,And This is Just The Intro,68.0,2jku7tDXc6XoB6MO2hFuqg,0.53,0.517,5.0,-9.253,0.0,0.399,0.387,0.0,0.176,0.381,137.554,326813.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,Broke In A Minute,74.0,2jku7tDXc6XoB6MO2hFuqg,0.929,0.7,0.0,-5.595,0.0,0.0906,0.144,0.0,0.349,0.802,120.009,132024.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,Lady Of Namek,68.0,2jku7tDXc6XoB6MO2hFuqg,0.676,0.659,11.0,-5.123,0.0,0.0476,0.194,0.0,0.283,0.595,134.985,193994.0
Tory Lanez,Drake,2jku7tDXc6XoB6MO2hFuqg,78.0,4506335.0,0.0,7.0,In For It,70.0,2jku7tDXc6XoB6MO2hFuqg,0.383,0.531,5.0,-7.814,0.0,0.0741,0.0753,0.000102,0.108,0.0375,105.971,293307.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,Mask Off,80.0,1RyvyyTE3xzB2ZywiAwp0i,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,Way 2 Sexy (with Future & Young Thug),82.0,1RyvyyTE3xzB2ZywiAwp0i,0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,Drankin N Smokin,75.0,1RyvyyTE3xzB2ZywiAwp0i,0.752,0.658,0.0,-6.297,1.0,0.342,0.0421,0.0,0.0927,0.387,151.951,213520.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,Life Is Good (feat. Drake),72.0,1RyvyyTE3xzB2ZywiAwp0i,0.795,0.574,2.0,-6.903,0.0,0.487,0.067,0.0,0.15,0.537,142.053,237918.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,PUFFIN ON ZOOTIEZ,82.0,1RyvyyTE3xzB2ZywiAwp0i,0.883,0.657,8.0,-5.748,1.0,0.305,0.0603,0.0,0.128,0.284,124.992,172933.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,pushin P (feat. Young Thug),81.0,1RyvyyTE3xzB2ZywiAwp0i,0.773,0.422,1.0,-4.572,0.0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,WAIT FOR U (feat. Drake & Tems),90.0,1RyvyyTE3xzB2ZywiAwp0i,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,189893.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,Hold That Heat (feat. Travis Scott),75.0,1RyvyyTE3xzB2ZywiAwp0i,0.744,0.608,2.0,-6.386,1.0,0.0442,0.0295,0.0,0.397,0.0692,130.045,221538.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,I'M ON ONE (feat. Drake),79.0,1RyvyyTE3xzB2ZywiAwp0i,0.773,0.707,11.0,-5.71,1.0,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,236187.0
Future,Drake,1RyvyyTE3xzB2ZywiAwp0i,87.0,11912610.0,30.0,4.0,Low Life (feat. The Weeknd),74.0,1RyvyyTE3xzB2ZywiAwp0i,0.722,0.331,8.0,-7.789,1.0,0.0726,0.337,0.282,0.146,0.102,143.961,313547.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Way 2 Sexy (with Future & Young Thug),82.0,50co4Is1HCEo8bhOyUWKpn,0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Go Crazy,78.0,50co4Is1HCEo8bhOyUWKpn,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Bad Boy (with Young Thug),72.0,50co4Is1HCEo8bhOyUWKpn,0.697,0.674,1.0,-6.326,1.0,0.0533,0.00215,0.0,0.138,0.198,81.535,157355.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Bubbly (with Drake & Travis Scott),74.0,50co4Is1HCEo8bhOyUWKpn,0.91,0.585,11.0,-7.572,0.0,0.257,0.0536,0.0,0.127,0.599,129.011,165067.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,FRANCHISE (feat. Young Thug & M.I.A.),70.0,50co4Is1HCEo8bhOyUWKpn,0.835,0.699,8.0,-5.405,0.0,0.277,0.00671,0.0,0.195,0.547,154.981,202795.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Hot (feat. Gunna),71.0,50co4Is1HCEo8bhOyUWKpn,0.855,0.651,0.0,-8.044,0.0,0.235,0.063,0.0,0.0772,0.559,111.997,193027.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Ski,71.0,50co4Is1HCEo8bhOyUWKpn,0.953,0.621,8.0,-7.638,0.0,0.221,0.017,0.0,0.0398,0.883,123.016,152333.0
