artist,related_to,genres,id,related_id,popularity,followers,collaborations,genres_num
J. Cole,Drake,['conscious hip hop' 'hip hop' 'north carolina hip hop' 'rap'],6l3HvQ5sa6mXTsMTB19rO5,3TVXtAsR1Inumwj472S9r4,84.0,17438272.0,2.0,4.0
Meek Mill,Drake,['hip hop' 'philly rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],20sxb77xiYeusSH8cVdatc,3TVXtAsR1Inumwj472S9r4,75.0,6359883.0,0.0,6.0
DJ Khaled,Drake,"['dance pop' 'dirty south rap' 'hip hop' 'miami hip hop' 'pop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",0QHgL1lAIqAw0HtD7YldmP,3TVXtAsR1Inumwj472S9r4,76.0,7974759.0,0.0,9.0
Rick Ross,Drake,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",1sBkRIssrMs1AbVkOJbc7a,3TVXtAsR1Inumwj472S9r4,76.0,6101612.0,10.0,7.0
Wale,Drake,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,3TVXtAsR1Inumwj472S9r4,70.0,3728546.0,0.0,10.0
PARTYNEXTDOOR,Drake,['pop' 'pop rap' 'r&b' 'rap' 'toronto rap' 'trap' 'urban contemporary'],2HPaUgqeutzr3jx5a9WyDV,3TVXtAsR1Inumwj472S9r4,74.0,3993881.0,8.0,7.0
2 Chainz,Drake,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,3TVXtAsR1Inumwj472S9r4,76.0,7293795.0,7.0,7.0
Tory Lanez,Drake,"['canadian hip hop' 'canadian trap' 'melodic rap' 'pop rap' 'rap'
 'toronto rap' 'trap']",2jku7tDXc6XoB6MO2hFuqg,3TVXtAsR1Inumwj472S9r4,78.0,4506335.0,0.0,7.0
Future,Drake,['atl hip hop' 'rap' 'southern hip hop' 'trap'],1RyvyyTE3xzB2ZywiAwp0i,3TVXtAsR1Inumwj472S9r4,87.0,11912610.0,30.0,4.0
Young Thug,Drake,"['atl hip hop' 'atl trap' 'gangster rap' 'hip hop' 'melodic rap' 'pop rap'
 'rap' 'southern hip hop' 'trap']",50co4Is1HCEo8bhOyUWKpn,3TVXtAsR1Inumwj472S9r4,84.0,7394197.0,8.0,9.0
Jeremih,Drake,"['chicago rap' 'dance pop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap'
 'urban contemporary']",3KV3p5EY4AvKxOlhGHORLg,3TVXtAsR1Inumwj472S9r4,74.0,5819096.0,0.0,8.0
Bryson Tiller,Drake,['kentucky hip hop' 'pop' 'pop rap' 'r&b' 'rap' 'trap'],2EMAnMvWE2eb56ToJVfCWs,3TVXtAsR1Inumwj472S9r4,77.0,5815028.0,0.0,6.0
French Montana,Drake,['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6vXTefBL93Dj5IqAWq6OTv,3TVXtAsR1Inumwj472S9r4,77.0,4589280.0,0.0,6.0
Miguel,Drake,['dance pop' 'pop' 'r&b' 'urban contemporary'],360IAlyVv4PCEVjgyMZrxK,3TVXtAsR1Inumwj472S9r4,76.0,4121900.0,0.0,4.0
21 Savage,Drake,['atl hip hop' 'rap' 'trap'],1URnnhqYAYcrqrcwql10ft,3TVXtAsR1Inumwj472S9r4,86.0,11513911.0,4.0,3.0
Metro Boomin,Drake,['hip hop' 'rap' 'southern hip hop' 'trap'],0iEtIxbK0KxaSlF7G42ZOp,3TVXtAsR1Inumwj472S9r4,78.0,3019803.0,0.0,4.0
Migos,Drake,['atl hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6oMuImdp5ZcFhWP0ESe6mG,3TVXtAsR1Inumwj472S9r4,77.0,12488579.0,0.0,5.0
Ty Dolla ign,Drake,['hip hop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap' 'trap soul'],7c0XG5cIJTrrAgEC3ULPiq,3TVXtAsR1Inumwj472S9r4,80.0,4303762.0,4.0,7.0
Lil Wayne,Drake,['hip hop' 'new orleans rap' 'pop rap' 'rap' 'trap'],55Aa2cqylxrFIXC767Z865,3TVXtAsR1Inumwj472S9r4,85.0,12394755.0,32.0,5.0
Wale,Big Sean,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,0c173mlxpT3dSFRgMO8XPh,70.0,3728546.0,2.0,10.0
2 Chainz,Big Sean,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,0c173mlxpT3dSFRgMO8XPh,76.0,7293795.0,5.0,7.0
Rick Ross,Big Sean,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",1sBkRIssrMs1AbVkOJbc7a,0c173mlxpT3dSFRgMO8XPh,76.0,6101612.0,3.0,7.0
Young Money,Big Sean,"['dance pop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap']",5OrB6Jhhrl9y2PK0pSV4VP,0c173mlxpT3dSFRgMO8XPh,62.0,2541445.0,0.0,9.0
ScHoolboy Q,Big Sean,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5IcR3N7QB1j6KBL8eImZ8m,0c173mlxpT3dSFRgMO8XPh,72.0,4260804.0,0.0,7.0
Meek Mill,Big Sean,['hip hop' 'philly rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],20sxb77xiYeusSH8cVdatc,0c173mlxpT3dSFRgMO8XPh,75.0,6359883.0,3.0,6.0
Ace Hood,Big Sean,"['dirty south rap' 'gangster rap' 'hip hop' 'miami hip hop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",31HjiqargV4NAw4GZqUale,0c173mlxpT3dSFRgMO8XPh,61.0,1681242.0,0.0,8.0
French Montana,Big Sean,['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6vXTefBL93Dj5IqAWq6OTv,0c173mlxpT3dSFRgMO8XPh,77.0,4589280.0,1.0,6.0
Jeremih,Big Sean,"['chicago rap' 'dance pop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap'
 'urban contemporary']",3KV3p5EY4AvKxOlhGHORLg,0c173mlxpT3dSFRgMO8XPh,74.0,5819096.0,2.0,8.0
Jay Rock,Big Sean,"['conscious hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'underground hip hop']",28ExwzUQsvgJooOI0X1mr3,0c173mlxpT3dSFRgMO8XPh,70.0,1282942.0,0.0,8.0
Waka Flocka Flame,Big Sean,"['atl hip hop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",6f4XkbvYlXMH0QgVRzW0sM,0c173mlxpT3dSFRgMO8XPh,64.0,2472567.0,0.0,8.0
Ty Dolla ign,Big Sean,['hip hop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap' 'trap soul'],7c0XG5cIJTrrAgEC3ULPiq,0c173mlxpT3dSFRgMO8XPh,80.0,4303762.0,6.0,7.0
Mike WiLL Made-It,Big Sean,['atl hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],0NWbwDZY1VkRqFafuQm6wk,0c173mlxpT3dSFRgMO8XPh,64.0,1418013.0,0.0,5.0
YG,Big Sean,"['cali rap' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0A0FS04o6zMoto8OKPsDwY,0c173mlxpT3dSFRgMO8XPh,75.0,2892665.0,0.0,7.0
Kid Ink,Big Sean,['dance pop' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6KZDXtSj0SzGOV705nNeh3,0c173mlxpT3dSFRgMO8XPh,67.0,2868127.0,0.0,6.0
Bas,Big Sean,"['hip hop' 'queens hip hop' 'rap' 'southern hip hop' 'sudanese hip hop'
 'sudanese pop' 'trap' 'underground hip hop']",70gP6Ry4Uo0Yx6uzPIdaiJ,0c173mlxpT3dSFRgMO8XPh,66.0,462077.0,0.0,8.0
AAP Ferg,Big Sean,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5dHt1vcEm9qb8fCyLcB3HL,0c173mlxpT3dSFRgMO8XPh,71.0,3388388.0,0.0,7.0
VIC MENSA,Big Sean,"['chicago rap' 'conscious hip hop' 'hip hop' 'pop rap' 'rap' 'trap'
 'underground hip hop']",27w1NoOLMX7tJMYqcetPyG,0c173mlxpT3dSFRgMO8XPh,62.0,587796.0,0.0,7.0
Juicy J,Big Sean,"['crunk' 'dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap']",5gCRApTajqwbnHHPbr2Fpi,0c173mlxpT3dSFRgMO8XPh,73.0,2887839.0,6.0,9.0
B.o.B,Big Sean,"['atl hip hop' 'dance pop' 'hip hop' 'pop' 'pop rap' 'rap'
 'southern hip hop']",5ndkK3dpZLKtBklKjxNQwT,0c173mlxpT3dSFRgMO8XPh,71.0,1988374.0,0.0,7.0
Big Sean,J. Cole,"['detroit hip hop' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap']",0c173mlxpT3dSFRgMO8XPh,6l3HvQ5sa6mXTsMTB19rO5,78.0,9865468.0,0.0,8.0
Wale,J. Cole,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,6l3HvQ5sa6mXTsMTB19rO5,70.0,3728546.0,0.0,10.0
ScHoolboy Q,J. Cole,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5IcR3N7QB1j6KBL8eImZ8m,6l3HvQ5sa6mXTsMTB19rO5,72.0,4260804.0,0.0,7.0
Pusha T,J. Cole,"['gangster rap' 'hip hop' 'rap' 'southern hip hop' 'trap'
 'virginia hip hop']",0ONHkAv9pCAFxb0zJwDNTy,6l3HvQ5sa6mXTsMTB19rO5,73.0,2530229.0,0.0,6.0
Jay Rock,J. Cole,"['conscious hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'underground hip hop']",28ExwzUQsvgJooOI0X1mr3,6l3HvQ5sa6mXTsMTB19rO5,70.0,1282942.0,0.0,8.0
Meek Mill,J. Cole,['hip hop' 'philly rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],20sxb77xiYeusSH8cVdatc,6l3HvQ5sa6mXTsMTB19rO5,75.0,6359883.0,0.0,6.0
2 Chainz,J. Cole,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,6l3HvQ5sa6mXTsMTB19rO5,76.0,7293795.0,4.0,7.0
AAP Rocky,J. Cole,['east coast hip hop' 'hip hop' 'rap'],13ubrt8QOOCPljQ2FL1Kca,6l3HvQ5sa6mXTsMTB19rO5,81.0,11492163.0,0.0,3.0
Kid Cudi,J. Cole,['hip hop' 'ohio hip hop' 'rap'],0fA0VVWsXO9YnASrzqfmYu,6l3HvQ5sa6mXTsMTB19rO5,81.0,5963566.0,0.0,3.0
Freddie Gibbs,J. Cole,"['alternative hip hop' 'gangster rap' 'hip hop' 'indiana hip hop' 'rap'
 'southern hip hop' 'underground hip hop']",0Y4inQK6OespitzD6ijMwb,6l3HvQ5sa6mXTsMTB19rO5,66.0,1016217.0,0.0,7.0
Kendrick Lamar,J. Cole,['conscious hip hop' 'hip hop' 'rap' 'west coast rap'],2YZyLoL8N0Wb9xBt1NhZWg,6l3HvQ5sa6mXTsMTB19rO5,88.0,21093053.0,3.0,4.0
Nipsey Hussle,J. Cole,"['conscious hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",0EeQBlQJFiAfJeVN2vT9s0,6l3HvQ5sa6mXTsMTB19rO5,66.0,2810151.0,0.0,7.0
Rick Ross,J. Cole,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",1sBkRIssrMs1AbVkOJbc7a,6l3HvQ5sa6mXTsMTB19rO5,76.0,6101612.0,0.0,7.0
Isaiah Rashad,J. Cole,['hip hop' 'rap' 'tennessee hip hop' 'underground hip hop'],6aaMZ3fcfLv4tEbmY7bjRM,6l3HvQ5sa6mXTsMTB19rO5,66.0,1169089.0,0.0,4.0
YG,J. Cole,"['cali rap' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0A0FS04o6zMoto8OKPsDwY,6l3HvQ5sa6mXTsMTB19rO5,75.0,2892665.0,0.0,7.0
Joey Bada,J. Cole,['conscious hip hop' 'hip hop' 'rap' 'underground hip hop'],2P5sC9cVZDToPxyomzF1UH,6l3HvQ5sa6mXTsMTB19rO5,74.0,2675932.0,0.0,4.0
Chance the Rapper,J. Cole,['chicago rap' 'conscious hip hop' 'hip hop' 'pop rap' 'rap'],1anyVhU62p31KFi8MEzkbf,6l3HvQ5sa6mXTsMTB19rO5,75.0,5707351.0,0.0,5.0
Curreny,J. Cole,"['alternative hip hop' 'dirty south rap' 'gangster rap' 'hip hop'
 'new orleans rap' 'pop rap' 'rap' 'southern hip hop'
 'underground hip hop']",6X8WdFjrNhXATMDSs26aCc,6l3HvQ5sa6mXTsMTB19rO5,64.0,948770.0,0.0,9.0
Lupe Fiasco,J. Cole,"['chicago rap' 'conscious hip hop' 'gangster rap' 'hip hop'
 'political hip hop' 'pop rap' 'rap' 'southern hip hop']",01QTIT5P1pFP3QnnFSdsJf,6l3HvQ5sa6mXTsMTB19rO5,66.0,1767696.0,0.0,8.0
Miguel,J. Cole,['dance pop' 'pop' 'r&b' 'urban contemporary'],360IAlyVv4PCEVjgyMZrxK,6l3HvQ5sa6mXTsMTB19rO5,76.0,4121900.0,3.0,4.0
Rick Ross,Meek Mill,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",1sBkRIssrMs1AbVkOJbc7a,20sxb77xiYeusSH8cVdatc,76.0,6101612.0,35.0,7.0
French Montana,Meek Mill,['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6vXTefBL93Dj5IqAWq6OTv,20sxb77xiYeusSH8cVdatc,77.0,4589280.0,9.0,6.0
DJ Drama,Meek Mill,"['dirty south rap' 'gangster rap' 'hip hop' 'philly rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",5oNgAs7j5XcBMzWv3HAnHG,20sxb77xiYeusSH8cVdatc,57.0,1246891.0,0.0,8.0
Wale,Meek Mill,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,20sxb77xiYeusSH8cVdatc,70.0,3728546.0,19.0,10.0
Nipsey Hussle,Meek Mill,"['conscious hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",0EeQBlQJFiAfJeVN2vT9s0,20sxb77xiYeusSH8cVdatc,66.0,2810151.0,0.0,7.0
Ace Hood,Meek Mill,"['dirty south rap' 'gangster rap' 'hip hop' 'miami hip hop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",31HjiqargV4NAw4GZqUale,20sxb77xiYeusSH8cVdatc,61.0,1681242.0,3.0,8.0
2 Chainz,Meek Mill,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,20sxb77xiYeusSH8cVdatc,76.0,7293795.0,5.0,7.0
Young Money,Meek Mill,"['dance pop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap']",5OrB6Jhhrl9y2PK0pSV4VP,20sxb77xiYeusSH8cVdatc,62.0,2541445.0,0.0,9.0
Fabolous,Meek Mill,"['dance pop' 'gangster rap' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap'
 'trap' 'urban contemporary']",0YWxKQj2Go9CGHCp77UOyy,20sxb77xiYeusSH8cVdatc,66.0,2319073.0,12.0,9.0
Jim Jones,Meek Mill,['gangster rap' 'harlem hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6AMa1VFQ7qCi61tCRtVWXe,20sxb77xiYeusSH8cVdatc,59.0,582137.0,0.0,6.0
Waka Flocka Flame,Meek Mill,"['atl hip hop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",6f4XkbvYlXMH0QgVRzW0sM,20sxb77xiYeusSH8cVdatc,64.0,2472567.0,0.0,8.0
Yo Gotti,Meek Mill,"['dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop' 'pop rap'
 'rap' 'southern hip hop' 'tennessee hip hop' 'trap']",6Ha4aES39QiVjR0L2lwuwq,20sxb77xiYeusSH8cVdatc,69.0,3884850.0,9.0,9.0
Pusha T,Meek Mill,"['gangster rap' 'hip hop' 'rap' 'southern hip hop' 'trap'
 'virginia hip hop']",0ONHkAv9pCAFxb0zJwDNTy,20sxb77xiYeusSH8cVdatc,73.0,2530229.0,4.0,6.0
Jay Rock,Meek Mill,"['conscious hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'underground hip hop']",28ExwzUQsvgJooOI0X1mr3,20sxb77xiYeusSH8cVdatc,70.0,1282942.0,0.0,8.0
Jeezy,Meek Mill,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip hop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",4yBK75WVCQXej1p04GWqxH,20sxb77xiYeusSH8cVdatc,69.0,2172845.0,1.0,10.0
Kid Ink,Meek Mill,['dance pop' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6KZDXtSj0SzGOV705nNeh3,20sxb77xiYeusSH8cVdatc,67.0,2868127.0,0.0,6.0
Big Sean,Meek Mill,"['detroit hip hop' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap']",0c173mlxpT3dSFRgMO8XPh,20sxb77xiYeusSH8cVdatc,78.0,9865468.0,4.0,8.0
Juicy J,Meek Mill,"['crunk' 'dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap']",5gCRApTajqwbnHHPbr2Fpi,20sxb77xiYeusSH8cVdatc,73.0,2887839.0,0.0,9.0
DJ Khaled,Meek Mill,"['dance pop' 'dirty south rap' 'hip hop' 'miami hip hop' 'pop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",0QHgL1lAIqAw0HtD7YldmP,20sxb77xiYeusSH8cVdatc,76.0,7974759.0,0.0,9.0
Jadakiss,Meek Mill,"['battle rap' 'east coast hip hop' 'gangster rap' 'hardcore hip hop'
 'hip hop' 'hip pop' 'pop rap' 'rap' 'trap']",5pnbUBPifNnlusY8kTBivi,20sxb77xiYeusSH8cVdatc,66.0,946655.0,3.0,9.0
Young Money,DJ Khaled,"['dance pop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap']",5OrB6Jhhrl9y2PK0pSV4VP,0QHgL1lAIqAw0HtD7YldmP,62.0,2541445.0,0.0,9.0
Rick Ross,DJ Khaled,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",1sBkRIssrMs1AbVkOJbc7a,0QHgL1lAIqAw0HtD7YldmP,76.0,6101612.0,113.0,7.0
DJ Drama,DJ Khaled,"['dirty south rap' 'gangster rap' 'hip hop' 'philly rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",5oNgAs7j5XcBMzWv3HAnHG,0QHgL1lAIqAw0HtD7YldmP,57.0,1246891.0,0.0,8.0
Yo Gotti,DJ Khaled,"['dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop' 'pop rap'
 'rap' 'southern hip hop' 'tennessee hip hop' 'trap']",6Ha4aES39QiVjR0L2lwuwq,0QHgL1lAIqAw0HtD7YldmP,69.0,3884850.0,11.0,9.0
Birdman,DJ Khaled,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop']",35sCXuy5gN6Or69rZ9vqBs,0QHgL1lAIqAw0HtD7YldmP,63.0,1067384.0,31.0,6.0
Ace Hood,DJ Khaled,"['dirty south rap' 'gangster rap' 'hip hop' 'miami hip hop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",31HjiqargV4NAw4GZqUale,0QHgL1lAIqAw0HtD7YldmP,61.0,1681242.0,95.0,8.0
Fabolous,DJ Khaled,"['dance pop' 'gangster rap' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap'
 'trap' 'urban contemporary']",0YWxKQj2Go9CGHCp77UOyy,0QHgL1lAIqAw0HtD7YldmP,66.0,2319073.0,11.0,9.0
Plies,DJ Khaled,"['dirty south rap' 'gangster rap' 'hip hop' 'hip pop' 'miami hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap' 'urban contemporary']",3jksrX4oBklxR78ft8gv3j,0QHgL1lAIqAw0HtD7YldmP,63.0,1598200.0,22.0,10.0
T.I.,DJ Khaled,"['atl hip hop' 'dance pop' 'dirty south rap' 'gangster rap' 'hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap']",4OBJLual30L7gRl5UkeRcT,0QHgL1lAIqAw0HtD7YldmP,73.0,4281045.0,21.0,9.0
Kid Ink,DJ Khaled,['dance pop' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6KZDXtSj0SzGOV705nNeh3,0QHgL1lAIqAw0HtD7YldmP,67.0,2868127.0,0.0,6.0
French Montana,DJ Khaled,['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6vXTefBL93Dj5IqAWq6OTv,0QHgL1lAIqAw0HtD7YldmP,77.0,4589280.0,31.0,6.0
Jeezy,DJ Khaled,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip hop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",4yBK75WVCQXej1p04GWqxH,0QHgL1lAIqAw0HtD7YldmP,69.0,2172845.0,14.0,10.0
Wale,DJ Khaled,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,0QHgL1lAIqAw0HtD7YldmP,70.0,3728546.0,24.0,10.0
T-Pain,DJ Khaled,"['dance pop' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap' 'southern hip hop'
 'urban contemporary']",3aQeKQSyrW4qWr35idm0cy,0QHgL1lAIqAw0HtD7YldmP,76.0,3918837.0,22.0,8.0
2 Chainz,DJ Khaled,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,0QHgL1lAIqAw0HtD7YldmP,76.0,7293795.0,24.0,7.0
Meek Mill,DJ Khaled,['hip hop' 'philly rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],20sxb77xiYeusSH8cVdatc,0QHgL1lAIqAw0HtD7YldmP,75.0,6359883.0,66.0,6.0
Waka Flocka Flame,DJ Khaled,"['atl hip hop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",6f4XkbvYlXMH0QgVRzW0sM,0QHgL1lAIqAw0HtD7YldmP,64.0,2472567.0,8.0,8.0
Jim Jones,DJ Khaled,['gangster rap' 'harlem hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6AMa1VFQ7qCi61tCRtVWXe,0QHgL1lAIqAw0HtD7YldmP,59.0,582137.0,0.0,6.0
Tyga,DJ Khaled,['dance pop' 'hip hop' 'pop' 'pop rap' 'rap' 'southern hip hop' 'trap'],5LHRHt1k9lMyONurDHEdrp,0QHgL1lAIqAw0HtD7YldmP,79.0,6637966.0,12.0,7.0
Ty Dolla ign,DJ Khaled,['hip hop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap' 'trap soul'],7c0XG5cIJTrrAgEC3ULPiq,0QHgL1lAIqAw0HtD7YldmP,80.0,4303762.0,0.0,7.0
DJ Drama,Rick Ross,"['dirty south rap' 'gangster rap' 'hip hop' 'philly rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",5oNgAs7j5XcBMzWv3HAnHG,1sBkRIssrMs1AbVkOJbc7a,57.0,1246891.0,0.0,8.0
Ace Hood,Rick Ross,"['dirty south rap' 'gangster rap' 'hip hop' 'miami hip hop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",31HjiqargV4NAw4GZqUale,1sBkRIssrMs1AbVkOJbc7a,61.0,1681242.0,0.0,8.0
Young Money,Rick Ross,"['dance pop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap']",5OrB6Jhhrl9y2PK0pSV4VP,1sBkRIssrMs1AbVkOJbc7a,62.0,2541445.0,0.0,9.0
Birdman,Rick Ross,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop']",35sCXuy5gN6Or69rZ9vqBs,1sBkRIssrMs1AbVkOJbc7a,63.0,1067384.0,0.0,6.0
Jim Jones,Rick Ross,['gangster rap' 'harlem hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6AMa1VFQ7qCi61tCRtVWXe,1sBkRIssrMs1AbVkOJbc7a,59.0,582137.0,0.0,6.0
Fabolous,Rick Ross,"['dance pop' 'gangster rap' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap'
 'trap' 'urban contemporary']",0YWxKQj2Go9CGHCp77UOyy,1sBkRIssrMs1AbVkOJbc7a,66.0,2319073.0,0.0,9.0
Jeezy,Rick Ross,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip hop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",4yBK75WVCQXej1p04GWqxH,1sBkRIssrMs1AbVkOJbc7a,69.0,2172845.0,16.0,10.0
Juelz Santana,Rick Ross,"['gangster rap' 'harlem hip hop' 'hip hop' 'nyc rap' 'pop rap' 'rap'
 'trap']",6Uh8uJyN9g7oFjDK16nJgb,1sBkRIssrMs1AbVkOJbc7a,63.0,703855.0,0.0,7.0
Wale,Rick Ross,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,1sBkRIssrMs1AbVkOJbc7a,70.0,3728546.0,15.0,10.0
Bun B,Rick Ross,"['dirty south rap' 'gangster rap' 'hip hop' 'houston rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",45a6gCQWq61lIUDmr1tKuO,1sBkRIssrMs1AbVkOJbc7a,59.0,778804.0,0.0,8.0
Young Buck,Rick Ross,"['crunk' 'dirty south rap' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'nashville hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",4pr7J7wzgObkE3DD3Izi7q,1sBkRIssrMs1AbVkOJbc7a,60.0,884722.0,0.0,10.0
