artist,related_to,genres,id,related_id,popularity,followers,collaborations,genres_num
Metro Boomin,21 Savage,['hip hop' 'rap' 'southern hip hop' 'trap'],0iEtIxbK0KxaSlF7G42ZOp,1URnnhqYAYcrqrcwql10ft,78.0,3019803.0,114.0,4.0
Don Toliver,21 Savage,['pop' 'rap' 'trap'],4Gso3d4CscCijv0lmajZWs,1URnnhqYAYcrqrcwql10ft,78.0,2243146.0,0.0,3.0
Sheck Wes,21 Savage,['rap' 'trap' 'underground hip hop' 'vapor trap'],2RDOrhPqAM4jzTRCEb19qX,1URnnhqYAYcrqrcwql10ft,65.0,1312780.0,0.0,4.0
Lil Baby,21 Savage,['atl hip hop' 'atl trap' 'rap' 'trap'],5f7VJjfbwm532GiveGC0ZK,1URnnhqYAYcrqrcwql10ft,87.0,11088510.0,0.0,4.0
Lil Keed,21 Savage,['melodic rap' 'rap' 'southern hip hop' 'trap' 'vapor trap'],3uJx5SnOM59Li7lCxA3b29,1URnnhqYAYcrqrcwql10ft,60.0,827515.0,0.0,5.0
Lil Yachty,21 Savage,['atl hip hop' 'hip hop' 'melodic rap' 'rap' 'trap' 'viral rap'],6icQOAFXDZKsumw3YXyusw,1URnnhqYAYcrqrcwql10ft,76.0,8235611.0,1.0,6.0
Trippie Redd,21 Savage,['melodic rap' 'rap' 'trap'],6Xgp2XMz1fhVYe7i6yNAax,1URnnhqYAYcrqrcwql10ft,81.0,7820238.0,0.0,3.0
AAP Mob,21 Savage,['hip hop' 'rap' 'southern hip hop' 'trap'],7yO4IdJjCEPz7YgZMe25iS,1URnnhqYAYcrqrcwql10ft,60.0,1937722.0,0.0,4.0
Migos,21 Savage,['atl hip hop' 'hip hop' 'pop rap' 'rap' 'trap'],6oMuImdp5ZcFhWP0ESe6mG,1URnnhqYAYcrqrcwql10ft,77.0,12488579.0,0.0,5.0
88GLAM,21 Savage,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,1URnnhqYAYcrqrcwql10ft,57.0,423594.0,0.0,9.0
NAV,21 Savage,"['canadian hip hop' 'canadian trap' 'hip hop' 'melodic rap' 'rap'
 'toronto rap' 'trap' 'vapor trap']",7rkW85dBwwrJtlHRDkJDAC,1URnnhqYAYcrqrcwql10ft,74.0,3021709.0,0.0,8.0
Young Nudy,21 Savage,['hip hop' 'pluggnb' 'rap' 'trap' 'vapor trap' 'viral rap'],5yPzzu25VzEk8qrGTLIrE1,1URnnhqYAYcrqrcwql10ft,69.0,946580.0,5.0,6.0
Flipp Dinero,21 Savage,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap' 'viral rap'],2HUwZ0kumzCSlhFcjFZfpp,1URnnhqYAYcrqrcwql10ft,60.0,1102904.0,0.0,6.0
YG,21 Savage,"['cali rap' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0A0FS04o6zMoto8OKPsDwY,1URnnhqYAYcrqrcwql10ft,75.0,2892665.0,0.0,7.0
AAP Ferg,21 Savage,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5dHt1vcEm9qb8fCyLcB3HL,1URnnhqYAYcrqrcwql10ft,71.0,3388388.0,0.0,7.0
Playboi Carti,21 Savage,['atl hip hop' 'plugg' 'pluggnb' 'rap'],699OTQXzgjhIYAHMy9RyPD,1URnnhqYAYcrqrcwql10ft,81.0,6841107.0,0.0,4.0
Quavo,Metro Boomin,"['atl hip hop' 'hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0VRj0yCOv2FXJNP47XQnx5,0iEtIxbK0KxaSlF7G42ZOp,78.0,5823635.0,2.0,7.0
21 Savage,Metro Boomin,['atl hip hop' 'rap' 'trap'],1URnnhqYAYcrqrcwql10ft,0iEtIxbK0KxaSlF7G42ZOp,86.0,11513911.0,94.0,3.0
Sheck Wes,Metro Boomin,['rap' 'trap' 'underground hip hop' 'vapor trap'],2RDOrhPqAM4jzTRCEb19qX,0iEtIxbK0KxaSlF7G42ZOp,65.0,1312780.0,0.0,4.0
Don Toliver,Metro Boomin,['pop' 'rap' 'trap'],4Gso3d4CscCijv0lmajZWs,0iEtIxbK0KxaSlF7G42ZOp,78.0,2243146.0,0.0,3.0
Huncho Jack,Metro Boomin,['hip hop' 'melodic rap' 'rap' 'southern hip hop' 'trap'],6extd4B6hl8VTmnlhpl2bY,0iEtIxbK0KxaSlF7G42ZOp,58.0,1024880.0,0.0,5.0
Lil Yachty,Metro Boomin,['atl hip hop' 'hip hop' 'melodic rap' 'rap' 'trap' 'viral rap'],6icQOAFXDZKsumw3YXyusw,0iEtIxbK0KxaSlF7G42ZOp,76.0,8235611.0,0.0,6.0
Gunna,Metro Boomin,['atl hip hop' 'melodic rap' 'rap' 'trap'],2hlmm7s2ICUX0LVIhVFlZQ,0iEtIxbK0KxaSlF7G42ZOp,84.0,4477518.0,4.0,4.0
Young Nudy,Metro Boomin,['hip hop' 'pluggnb' 'rap' 'trap' 'vapor trap' 'viral rap'],5yPzzu25VzEk8qrGTLIrE1,0iEtIxbK0KxaSlF7G42ZOp,69.0,946580.0,4.0,6.0
NAV,Metro Boomin,"['canadian hip hop' 'canadian trap' 'hip hop' 'melodic rap' 'rap'
 'toronto rap' 'trap' 'vapor trap']",7rkW85dBwwrJtlHRDkJDAC,0iEtIxbK0KxaSlF7G42ZOp,74.0,3021709.0,30.0,8.0
Quality Control,Metro Boomin,"['hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'viral rap']",6i392l38cR3uBPF0DbNs7S,0iEtIxbK0KxaSlF7G42ZOp,64.0,1047074.0,0.0,7.0
Flipp Dinero,Metro Boomin,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap' 'viral rap'],2HUwZ0kumzCSlhFcjFZfpp,0iEtIxbK0KxaSlF7G42ZOp,60.0,1102904.0,0.0,6.0
Rich The Kid,Metro Boomin,"['atl hip hop' 'hip hop' 'melodic rap' 'plugg' 'pop rap' 'rap'
 'southern hip hop' 'trap' 'vapor trap' 'viral rap']",1pPmIToKXyGdsCF6LmqLmI,0iEtIxbK0KxaSlF7G42ZOp,68.0,2883004.0,0.0,10.0
Comethazine,Metro Boomin,['rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],1iJdyDcY98X3GMnUesl7tf,0iEtIxbK0KxaSlF7G42ZOp,63.0,2030377.0,0.0,5.0
SahBabii,Metro Boomin,"['melodic rap' 'plugg' 'pluggnb' 'rap' 'trap' 'underground hip hop'
 'vapor trap']",7GuUYiGZOzQwq4L6gAfy1T,0iEtIxbK0KxaSlF7G42ZOp,55.0,579008.0,0.0,7.0
88GLAM,Metro Boomin,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,0iEtIxbK0KxaSlF7G42ZOp,57.0,423594.0,0.0,9.0
Young Thug,Metro Boomin,"['atl hip hop' 'atl trap' 'gangster rap' 'hip hop' 'melodic rap' 'pop rap'
 'rap' 'southern hip hop' 'trap']",50co4Is1HCEo8bhOyUWKpn,0iEtIxbK0KxaSlF7G42ZOp,84.0,7394197.0,11.0,9.0
Roddy Ricch,Metro Boomin,['melodic rap' 'rap' 'trap'],757aE44tKEUQEqRuT6GnEB,0iEtIxbK0KxaSlF7G42ZOp,80.0,8199296.0,0.0,3.0
Kodak Black,Metro Boomin,['florida rap' 'hip hop' 'melodic rap' 'miami hip hop' 'rap' 'trap'],46SHBwWsqBkxI7EeeBEQG7,0iEtIxbK0KxaSlF7G42ZOp,80.0,8358010.0,2.0,6.0
Famous Dex,Metro Boomin,"['chicago rap' 'drill' 'rap' 'southern hip hop' 'trap'
 'underground hip hop' 'vapor trap' 'viral rap']",0WOxhx4hikIsyF3CRPLC8W,0iEtIxbK0KxaSlF7G42ZOp,60.0,2395401.0,0.0,8.0
YBN Nahmir,Metro Boomin,['alabama rap' 'rap' 'trap' 'underground hip hop' 'vapor trap' 'viral rap'],3gGUMEwIX6XodWsYEvKSal,0iEtIxbK0KxaSlF7G42ZOp,63.0,2881185.0,0.0,6.0
AAP Ferg,Migos,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5dHt1vcEm9qb8fCyLcB3HL,6oMuImdp5ZcFhWP0ESe6mG,71.0,3388388.0,0.0,7.0
YG,Migos,"['cali rap' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0A0FS04o6zMoto8OKPsDwY,6oMuImdp5ZcFhWP0ESe6mG,75.0,2892665.0,0.0,7.0
Desiigner,Migos,['pop rap' 'rap' 'southern hip hop' 'trap' 'viral trap'],7pFeBzX627ff0VnN6bxPR4,6oMuImdp5ZcFhWP0ESe6mG,63.0,3400711.0,0.0,5.0
Huncho Jack,Migos,['hip hop' 'melodic rap' 'rap' 'southern hip hop' 'trap'],6extd4B6hl8VTmnlhpl2bY,6oMuImdp5ZcFhWP0ESe6mG,58.0,1024880.0,0.0,5.0
Rae Sremmurd,Migos,"['hip hop' 'melodic rap' 'mississippi hip hop' 'pop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",7iZtZyCzp3LItcw1wtPI3D,6oMuImdp5ZcFhWP0ESe6mG,72.0,6925950.0,0.0,8.0
Young Thug,Migos,"['atl hip hop' 'atl trap' 'gangster rap' 'hip hop' 'melodic rap' 'pop rap'
 'rap' 'southern hip hop' 'trap']",50co4Is1HCEo8bhOyUWKpn,6oMuImdp5ZcFhWP0ESe6mG,84.0,7394197.0,16.0,9.0
Lil Yachty,Migos,['atl hip hop' 'hip hop' 'melodic rap' 'rap' 'trap' 'viral rap'],6icQOAFXDZKsumw3YXyusw,6oMuImdp5ZcFhWP0ESe6mG,76.0,8235611.0,0.0,6.0
21 Savage,Migos,['atl hip hop' 'rap' 'trap'],1URnnhqYAYcrqrcwql10ft,6oMuImdp5ZcFhWP0ESe6mG,86.0,11513911.0,2.0,3.0
Mike WiLL Made-It,Migos,['atl hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],0NWbwDZY1VkRqFafuQm6wk,6oMuImdp5ZcFhWP0ESe6mG,64.0,1418013.0,0.0,5.0
Kodak Black,Migos,['florida rap' 'hip hop' 'melodic rap' 'miami hip hop' 'rap' 'trap'],46SHBwWsqBkxI7EeeBEQG7,6oMuImdp5ZcFhWP0ESe6mG,80.0,8358010.0,0.0,6.0
Gunna,Migos,['atl hip hop' 'melodic rap' 'rap' 'trap'],2hlmm7s2ICUX0LVIhVFlZQ,6oMuImdp5ZcFhWP0ESe6mG,84.0,4477518.0,0.0,4.0
Quality Control,Migos,"['hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'viral rap']",6i392l38cR3uBPF0DbNs7S,6oMuImdp5ZcFhWP0ESe6mG,64.0,1047074.0,0.0,7.0
AAP Mob,Migos,['hip hop' 'rap' 'southern hip hop' 'trap'],7yO4IdJjCEPz7YgZMe25iS,6oMuImdp5ZcFhWP0ESe6mG,60.0,1937722.0,0.0,4.0
Metro Boomin,Migos,['hip hop' 'rap' 'southern hip hop' 'trap'],0iEtIxbK0KxaSlF7G42ZOp,6oMuImdp5ZcFhWP0ESe6mG,78.0,3019803.0,0.0,4.0
88GLAM,Migos,"['canadian hip hop' 'canadian trap' 'melodic rap' 'rap' 'toronto rap'
 'trap' 'trap soul' 'underground hip hop' 'vapor trap']",2I9SLklAOG0vdMiUUMNxRl,6oMuImdp5ZcFhWP0ESe6mG,57.0,423594.0,0.0,9.0
Bobby Shmurda,Migos,['nyc rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],34Y0ldeyUv7jBvukWOGASO,6oMuImdp5ZcFhWP0ESe6mG,60.0,1342872.0,0.0,5.0
Lil Uzi Vert,Migos,['melodic rap' 'philly rap' 'rap' 'trap'],4O15NlyKLIASxsJ0PrXPfz,6oMuImdp5ZcFhWP0ESe6mG,84.0,13631052.0,2.0,4.0
Quavo,Migos,"['atl hip hop' 'hip hop' 'melodic rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0VRj0yCOv2FXJNP47XQnx5,6oMuImdp5ZcFhWP0ESe6mG,78.0,5823635.0,4.0,7.0
Famous Dex,Migos,"['chicago rap' 'drill' 'rap' 'southern hip hop' 'trap'
 'underground hip hop' 'vapor trap' 'viral rap']",0WOxhx4hikIsyF3CRPLC8W,6oMuImdp5ZcFhWP0ESe6mG,60.0,2395401.0,0.0,8.0
Young Nudy,Migos,['hip hop' 'pluggnb' 'rap' 'trap' 'vapor trap' 'viral rap'],5yPzzu25VzEk8qrGTLIrE1,6oMuImdp5ZcFhWP0ESe6mG,69.0,946580.0,0.0,6.0
Kid Ink,Ty Dolla ign,['dance pop' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6KZDXtSj0SzGOV705nNeh3,7c0XG5cIJTrrAgEC3ULPiq,67.0,2868127.0,0.0,6.0
Tory Lanez,Ty Dolla ign,"['canadian hip hop' 'canadian trap' 'melodic rap' 'pop rap' 'rap'
 'toronto rap' 'trap']",2jku7tDXc6XoB6MO2hFuqg,7c0XG5cIJTrrAgEC3ULPiq,78.0,4506335.0,3.0,7.0
Preme,Ty Dolla ign,"['canadian hip hop' 'canadian trap' 'pop rap' 'rap' 'toronto rap' 'trap'
 'trap soul']",0bdJZl7TDeiymDYzMJnVh2,7c0XG5cIJTrrAgEC3ULPiq,61.0,123704.0,0.0,7.0
August Alsina,Ty Dolla ign,['pop r&b' 'pop rap' 'r&b' 'trap' 'urban contemporary'],19Fi1Rj7kk8kyiwxpXy3yM,7c0XG5cIJTrrAgEC3ULPiq,62.0,2367024.0,0.0,5.0
Wale,Ty Dolla ign,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,7c0XG5cIJTrrAgEC3ULPiq,70.0,3728546.0,0.0,10.0
Jacquees,Ty Dolla ign,['atl hip hop' 'pop' 'pop r&b' 'pop rap' 'r&b' 'rap' 'urban contemporary'],4tMm1dU6Gn04VAZ9ClHcIZ,7c0XG5cIJTrrAgEC3ULPiq,65.0,2185865.0,0.0,7.0
French Montana,Ty Dolla ign,['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6vXTefBL93Dj5IqAWq6OTv,7c0XG5cIJTrrAgEC3ULPiq,77.0,4589280.0,5.0,6.0
Young Money,Ty Dolla ign,"['dance pop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap']",5OrB6Jhhrl9y2PK0pSV4VP,7c0XG5cIJTrrAgEC3ULPiq,62.0,2541445.0,0.0,9.0
Jeremih,Ty Dolla ign,"['chicago rap' 'dance pop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap'
 'urban contemporary']",3KV3p5EY4AvKxOlhGHORLg,7c0XG5cIJTrrAgEC3ULPiq,74.0,5819096.0,25.0,8.0
DJ Drama,Ty Dolla ign,"['dirty south rap' 'gangster rap' 'hip hop' 'philly rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",5oNgAs7j5XcBMzWv3HAnHG,7c0XG5cIJTrrAgEC3ULPiq,57.0,1246891.0,0.0,8.0
Mustard,Ty Dolla ign,"['cali rap' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",0YinUQ50QDB7ZxSCLyQ40k,7c0XG5cIJTrrAgEC3ULPiq,72.0,984190.0,4.0,7.0
Mike WiLL Made-It,Ty Dolla ign,['atl hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],0NWbwDZY1VkRqFafuQm6wk,7c0XG5cIJTrrAgEC3ULPiq,64.0,1418013.0,0.0,5.0
Eric Bellinger,Ty Dolla ign,['pop' 'pop r&b' 'pop rap' 'r&b' 'urban contemporary'],7ibAWtDtmEfaVhc1FJ3Vl9,7c0XG5cIJTrrAgEC3ULPiq,63.0,744883.0,0.0,5.0
K CAMP,Ty Dolla ign,"['atl hip hop' 'gangster rap' 'melodic rap' 'pop r&b' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap' 'viral rap']",5bgfj5zUoWpyeVatGDjn6H,7c0XG5cIJTrrAgEC3ULPiq,62.0,1480624.0,0.0,10.0
Trey Songz,Ty Dolla ign,"['dance pop' 'hip pop' 'pop' 'r&b' 'southern hip hop' 'trap'
 'urban contemporary']",2iojnBLj0qIMiKPvVhLnsH,7c0XG5cIJTrrAgEC3ULPiq,69.0,6699472.0,10.0,7.0
2 Chainz,Ty Dolla ign,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,7c0XG5cIJTrrAgEC3ULPiq,76.0,7293795.0,0.0,7.0
Tyga,Ty Dolla ign,['dance pop' 'hip hop' 'pop' 'pop rap' 'rap' 'southern hip hop' 'trap'],5LHRHt1k9lMyONurDHEdrp,7c0XG5cIJTrrAgEC3ULPiq,79.0,6637966.0,0.0,7.0
Omarion,Ty Dolla ign,"['dance pop' 'hip pop' 'pop r&b' 'r&b' 'rap' 'southern hip hop'
 'urban contemporary']",0f5nVCcR06GX8Qikz0COtT,7c0XG5cIJTrrAgEC3ULPiq,60.0,2498707.0,0.0,7.0
PnB Rock,Ty Dolla ign,['melodic rap' 'pop rap' 'rap' 'trap' 'vapor trap'],21WS9wngs9AqFckK7yYJPM,7c0XG5cIJTrrAgEC3ULPiq,69.0,3393055.0,0.0,5.0
Roy Woods,Ty Dolla ign,"['canadian contemporary r&b' 'canadian hip hop' 'pop rap' 'r&b' 'trap'
 'trap soul']",7mDU6nMUJnOSY2Hkjz5oqM,7c0XG5cIJTrrAgEC3ULPiq,61.0,878459.0,0.0,6.0
Young Money,Lil Wayne,"['dance pop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'r&b'
 'rap' 'southern hip hop' 'trap']",5OrB6Jhhrl9y2PK0pSV4VP,55Aa2cqylxrFIXC767Z865,62.0,2541445.0,1.0,9.0
Rick Ross,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",1sBkRIssrMs1AbVkOJbc7a,55Aa2cqylxrFIXC767Z865,76.0,6101612.0,8.0,7.0
Birdman,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop']",35sCXuy5gN6Or69rZ9vqBs,55Aa2cqylxrFIXC767Z865,63.0,1067384.0,53.0,6.0
Yo Gotti,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop' 'pop rap'
 'rap' 'southern hip hop' 'tennessee hip hop' 'trap']",6Ha4aES39QiVjR0L2lwuwq,55Aa2cqylxrFIXC767Z865,69.0,3884850.0,1.0,9.0
Waka Flocka Flame,Lil Wayne,"['atl hip hop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",6f4XkbvYlXMH0QgVRzW0sM,55Aa2cqylxrFIXC767Z865,64.0,2472567.0,0.0,8.0
Jeezy,Lil Wayne,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip hop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",4yBK75WVCQXej1p04GWqxH,55Aa2cqylxrFIXC767Z865,69.0,2172845.0,2.0,10.0
T.I.,Lil Wayne,"['atl hip hop' 'dance pop' 'dirty south rap' 'gangster rap' 'hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap']",4OBJLual30L7gRl5UkeRcT,55Aa2cqylxrFIXC767Z865,73.0,4281045.0,0.0,9.0
Gucci Mane,Lil Wayne,"['atl hip hop' 'dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",13y7CgLHjMVRMDqxdx0Xdo,55Aa2cqylxrFIXC767Z865,77.0,4419803.0,2.0,8.0
2 Chainz,Lil Wayne,"['atl hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",17lzZA2AlOHwCwFALHttmp,55Aa2cqylxrFIXC767Z865,76.0,7293795.0,25.0,7.0
Plies,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'hip pop' 'miami hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap' 'urban contemporary']",3jksrX4oBklxR78ft8gv3j,55Aa2cqylxrFIXC767Z865,63.0,1598200.0,0.0,10.0
Juicy J,Lil Wayne,"['crunk' 'dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop'
 'pop rap' 'rap' 'southern hip hop' 'trap']",5gCRApTajqwbnHHPbr2Fpi,55Aa2cqylxrFIXC767Z865,73.0,2887839.0,9.0,9.0
Wale,Lil Wayne,"['dance pop' 'gangster rap' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap' 'urban contemporary']",67nwj3Y5sZQLl72VNUHEYE,55Aa2cqylxrFIXC767Z865,70.0,3728546.0,0.0,10.0
Meek Mill,Lil Wayne,['hip hop' 'philly rap' 'pop rap' 'rap' 'southern hip hop' 'trap'],20sxb77xiYeusSH8cVdatc,55Aa2cqylxrFIXC767Z865,75.0,6359883.0,0.0,6.0
Ace Hood,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'miami hip hop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",31HjiqargV4NAw4GZqUale,55Aa2cqylxrFIXC767Z865,61.0,1681242.0,0.0,8.0
DJ Drama,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'philly rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",5oNgAs7j5XcBMzWv3HAnHG,55Aa2cqylxrFIXC767Z865,57.0,1246891.0,0.0,8.0
Fabolous,Lil Wayne,"['dance pop' 'gangster rap' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap'
 'trap' 'urban contemporary']",0YWxKQj2Go9CGHCp77UOyy,55Aa2cqylxrFIXC767Z865,66.0,2319073.0,7.0,9.0
Big Sean,Lil Wayne,"['detroit hip hop' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap']",0c173mlxpT3dSFRgMO8XPh,55Aa2cqylxrFIXC767Z865,78.0,9865468.0,10.0,8.0
French Montana,Lil Wayne,['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'],6vXTefBL93Dj5IqAWq6OTv,55Aa2cqylxrFIXC767Z865,77.0,4589280.0,2.0,6.0
Mike Jones,Lil Wayne,"['dirty south rap' 'gangster rap' 'hip hop' 'pop rap' 'rap'
 'southern hip hop' 'trap']",07VmOvmuBp9G0gb8BTrpn0,55Aa2cqylxrFIXC767Z865,60.0,464196.0,0.0,7.0
DJ Khaled,Lil Wayne,"['dance pop' 'dirty south rap' 'hip hop' 'miami hip hop' 'pop' 'pop rap'
 'rap' 'southern hip hop' 'trap']",0QHgL1lAIqAw0HtD7YldmP,55Aa2cqylxrFIXC767Z865,76.0,7974759.0,0.0,9.0
Pusha T,Kanye West,"['gangster rap' 'hip hop' 'rap' 'southern hip hop' 'trap'
 'virginia hip hop']",0ONHkAv9pCAFxb0zJwDNTy,5K4W6rqBFWDnAN6FQUkS6x,73.0,2530229.0,8.0,6.0
Kid Cudi,Kanye West,['hip hop' 'ohio hip hop' 'rap'],0fA0VVWsXO9YnASrzqfmYu,5K4W6rqBFWDnAN6FQUkS6x,81.0,5963566.0,5.0,3.0
Big Sean,Kanye West,"['detroit hip hop' 'hip hop' 'pop' 'pop rap' 'r&b' 'rap'
 'southern hip hop' 'trap']",0c173mlxpT3dSFRgMO8XPh,5K4W6rqBFWDnAN6FQUkS6x,78.0,9865468.0,1.0,8.0
AAP Rocky,Kanye West,['east coast hip hop' 'hip hop' 'rap'],13ubrt8QOOCPljQ2FL1Kca,5K4W6rqBFWDnAN6FQUkS6x,81.0,11492163.0,0.0,3.0
J. Cole,Kanye West,['conscious hip hop' 'hip hop' 'north carolina hip hop' 'rap'],6l3HvQ5sa6mXTsMTB19rO5,5K4W6rqBFWDnAN6FQUkS6x,84.0,17438272.0,0.0,4.0
ScHoolboy Q,Kanye West,"['gangster rap' 'hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap'
 'underground hip hop']",5IcR3N7QB1j6KBL8eImZ8m,5K4W6rqBFWDnAN6FQUkS6x,72.0,4260804.0,0.0,7.0
Frank Ocean,Kanye West,['hip hop' 'lgbtq+ hip hop' 'neo soul' 'pop'],2h93pZq0e7k5yf4dywlkpM,5K4W6rqBFWDnAN6FQUkS6x,81.0,9756701.0,16.0,4.0
Joey Bada,Kanye West,['conscious hip hop' 'hip hop' 'rap' 'underground hip hop'],2P5sC9cVZDToPxyomzF1UH,5K4W6rqBFWDnAN6FQUkS6x,74.0,2675932.0,0.0,4.0
Childish Gambino,Kanye West,['atl hip hop' 'hip hop' 'rap'],73sIBHcqh3Z3NyqHKZ7FOL,5K4W6rqBFWDnAN6FQUkS6x,77.0,9644245.0,0.0,3.0
Earl Sweatshirt,Kanye West,"['alternative hip hop' 'experimental hip hop' 'hip hop' 'rap'
 'underground hip hop']",3A5tHz1SfngyOZM2gItYKu,5K4W6rqBFWDnAN6FQUkS6x,66.0,1827619.0,0.0,5.0
Chance the Rapper,Kanye West,['chicago rap' 'conscious hip hop' 'hip hop' 'pop rap' 'rap'],1anyVhU62p31KFi8MEzkbf,5K4W6rqBFWDnAN6FQUkS6x,75.0,5707351.0,0.0,5.0
Lupe Fiasco,Kanye West,"['chicago rap' 'conscious hip hop' 'gangster rap' 'hip hop'
 'political hip hop' 'pop rap' 'rap' 'southern hip hop']",01QTIT5P1pFP3QnnFSdsJf,5K4W6rqBFWDnAN6FQUkS6x,66.0,1767696.0,4.0,8.0
JAY-Z,Kanye West,['east coast hip hop' 'hip hop' 'rap'],3nFkdlSjzX9mRTtwJOzDYB,5K4W6rqBFWDnAN6FQUkS6x,82.0,7502243.0,123.0,3.0
KIDS SEE GHOSTS,Kanye West,['hip hop' 'rap'],2hPgGN4uhvXAxiXQBIXOmE,5K4W6rqBFWDnAN6FQUkS6x,60.0,902173.0,14.0,2.0
Vince Staples,Kanye West,['conscious hip hop' 'escape room' 'hip hop' 'rap' 'underground hip hop'],68kEuyFKyqrdQQLLsmiatm,5K4W6rqBFWDnAN6FQUkS6x,68.0,1628794.0,0.0,5.0
BROCKHAMPTON,Kanye West,['boy band' 'hip hop' 'rap'],1Bl6wpkWCQ4KVgnASpvzzA,5K4W6rqBFWDnAN6FQUkS6x,68.0,2010776.0,0.0,3.0
Freddie Gibbs,Kanye West,"['alternative hip hop' 'gangster rap' 'hip hop' 'indiana hip hop' 'rap'
 'southern hip hop' 'underground hip hop']",0Y4inQK6OespitzD6ijMwb,5K4W6rqBFWDnAN6FQUkS6x,66.0,1016217.0,0.0,7.0
Baby Keem,Kanye West,['hip hop' 'rap'],5SXuuuRpukkTvsLuUknva1,5K4W6rqBFWDnAN6FQUkS6x,77.0,957698.0,0.0,2.0
Isaiah Rashad,Kanye West,['hip hop' 'rap' 'tennessee hip hop' 'underground hip hop'],6aaMZ3fcfLv4tEbmY7bjRM,5K4W6rqBFWDnAN6FQUkS6x,66.0,1169089.0,0.0,4.0
